fit_index,packet,mode,population,family,view,outer_fold,inner_fold,fit_stage,neural,reserved_index,C,window,n_fit_groups,n_validation_groups,lam,penalty,record_index,world_index,mechanism
1973,N3,R_SIM,P_bal,mlp32,HBP,2.0,0.0,inner,True,,,paired,34.0,14.0,0.001,,,,
1974,N3,R_SIM,P_bal,mlp32,HBP,2.0,1.0,inner,True,,,paired,34.0,14.0,0.001,,,,
1975,N3,R_SIM,P_bal,mlp32,HBP,2.0,2.0,inner,True,,,paired,35.0,13.0,0.001,,,,
1976,N3,R_SIM,P_bal,mlp32,HBP,2.0,,final,True,,,paired,48.0,0.0,0.001,,,,
1977,N3,R_SIM,P_bal,mlp32,Hnoise,2.0,0.0,inner,True,,,paired,34.0,14.0,0.001,,,,
1978,N3,R_SIM,P_bal,mlp32,Hnoise,2.0,1.0,inner,True,,,paired,34.0,14.0,0.001,,,,
1979,N3,R_SIM,P_bal,mlp32,Hnoise,2.0,2.0,inner,True,,,paired,35.0,13.0,0.001,,,,
1980,N3,R_SIM,P_bal,mlp32,Hnoise,2.0,,final,True,,,paired,48.0,0.0,0.001,,,,
1981,N3,R_SIM,P_nat,logistic,H,3.0,0.0,inner,False,,1.0,paired,34.0,14.0,,,,,
1982,N3,R_SIM,P_nat,logistic,H,3.0,1.0,inner,False,,1.0,paired,34.0,14.0,,,,,
1983,N3,R_SIM,P_nat,logistic,H,3.0,2.0,inner,False,,1.0,paired,35.0,13.0,,,,,
1984,N3,R_SIM,P_nat,logistic,H,3.0,,final,False,,1.0,paired,48.0,0.0,,,,,
1985,N3,R_SIM,P_nat,logistic,HP,3.0,0.0,inner,False,,1.0,paired,34.0,14.0,,,,,
1986,N3,R_SIM,P_nat,logistic,HP,3.0,1.0,inner,False,,1.0,paired,34.0,14.0,,,,,
1987,N3,R_SIM,P_nat,logistic,HP,3.0,2.0,inner,False,,1.0,paired,35.0,13.0,,,,,
1988,N3,R_SIM,P_nat,logistic,HP,3.0,,final,False,,1.0,paired,48.0,0.0,,,,,
1989,N3,R_SIM,P_nat,logistic,HB,3.0,0.0,inner,False,,1.0,paired,34.0,14.0,,,,,
1990,N3,R_SIM,P_nat,logistic,HB,3.0,1.0,inner,False,,1.0,paired,34.0,14.0,,,,,
1991,N3,R_SIM,P_nat,logistic,HB,3.0,2.0,inner,False,,1.0,paired,35.0,13.0,,,,,
1992,N3,R_SIM,P_nat,logistic,HB,3.0,,final,False,,1.0,paired,48.0,0.0,,,,,
1993,N3,R_SIM,P_nat,logistic,HBP,3.0,0.0,inner,False,,1.0,paired,34.0,14.0,,,,,
1994,N3,R_SIM,P_nat,logistic,HBP,3.0,1.0,inner,False,,1.0,paired,34.0,14.0,,,,,
1995,N3,R_SIM,P_nat,logistic,HBP,3.0,2.0,inner,False,,1.0,paired,35.0,13.0,,,,,
1996,N3,R_SIM,P_nat,logistic,HBP,3.0,,final,False,,1.0,paired,48.0,0.0,,,,,
1997,N3,R_SIM,P_nat,logistic,Hnoise,3.0,0.0,inner,False,,1.0,paired,34.0,14.0,,,,,
1998,N3,R_SIM,P_nat,logistic,Hnoise,3.0,1.0,inner,False,,1.0,paired,34.0,14.0,,,,,
1999,N3,R_SIM,P_nat,logistic,Hnoise,3.0,2.0,inner,False,,1.0,paired,35.0,13.0,,,,,
2000,N3,R_SIM,P_nat,logistic,Hnoise,3.0,,final,False,,1.0,paired,48.0,0.0,,,,,
2001,N3,R_SIM,P_nat,mlp32,H,3.0,0.0,inner,True,,,paired,34.0,14.0,0.001,,,,
2002,N3,R_SIM,P_nat,mlp32,H,3.0,1.0,inner,True,,,paired,34.0,14.0,0.001,,,,
2003,N3,R_SIM,P_nat,mlp32,H,3.0,2.0,inner,True,,,paired,35.0,13.0,0.001,,,,
2004,N3,R_SIM,P_nat,mlp32,H,3.0,,final,True,,,paired,48.0,0.0,0.001,,,,
2005,N3,R_SIM,P_nat,mlp32,HP,3.0,0.0,inner,True,,,paired,34.0,14.0,0.001,,,,
2006,N3,R_SIM,P_nat,mlp32,HP,3.0,1.0,inner,True,,,paired,34.0,14.0,0.001,,,,
2007,N3,R_SIM,P_nat,mlp32,HP,3.0,2.0,inner,True,,,paired,35.0,13.0,0.001,,,,
2008,N3,R_SIM,P_nat,mlp32,HP,3.0,,final,True,,,paired,48.0,0.0,0.001,,,,
2009,N3,R_SIM,P_nat,mlp32,HB,3.0,0.0,inner,True,,,paired,34.0,14.0,0.001,,,,
2010,N3,R_SIM,P_nat,mlp32,HB,3.0,1.0,inner,True,,,paired,34.0,14.0,0.001,,,,
2011,N3,R_SIM,P_nat,mlp32,HB,3.0,2.0,inner,True,,,paired,35.0,13.0,0.001,,,,
2012,N3,R_SIM,P_nat,mlp32,HB,3.0,,final,True,,,paired,48.0,0.0,0.001,,,,
2013,N3,R_SIM,P_nat,mlp32,HBP,3.0,0.0,inner,True,,,paired,34.0,14.0,0.001,,,,
2014,N3,R_SIM,P_nat,mlp32,HBP,3.0,1.0,inner,True,,,paired,34.0,14.0,0.001,,,,
2015,N3,R_SIM,P_nat,mlp32,HBP,3.0,2.0,inner,True,,,paired,35.0,13.0,0.001,,,,
2016,N3,R_SIM,P_nat,mlp32,HBP,3.0,,final,True,,,paired,48.0,0.0,0.001,,,,
2017,N3,R_SIM,P_nat,mlp32,Hnoise,3.0,0.0,inner,True,,,paired,34.0,14.0,0.001,,,,
2018,N3,R_SIM,P_nat,mlp32,Hnoise,3.0,1.0,inner,True,,,paired,34.0,14.0,0.001,,,,
2019,N3,R_SIM,P_nat,mlp32,Hnoise,3.0,2.0,inner,True,,,paired,35.0,13.0,0.001,,,,
2020,N3,R_SIM,P_nat,mlp32,Hnoise,3.0,,final,True,,,paired,48.0,0.0,0.001,,,,
2021,N3,R_SIM,P_bal,logistic,H,3.0,0.0,inner,False,,1.0,paired,34.0,14.0,,,,,
2022,N3,R_SIM,P_bal,logistic,H,3.0,1.0,inner,False,,1.0,paired,34.0,14.0,,,,,
2023,N3,R_SIM,P_bal,logistic,H,3.0,2.0,inner,False,,1.0,paired,35.0,13.0,,,,,
2024,N3,R_SIM,P_bal,logistic,H,3.0,,final,False,,1.0,paired,48.0,0.0,,,,,
2025,N3,R_SIM,P_bal,logistic,HP,3.0,0.0,inner,False,,1.0,paired,34.0,14.0,,,,,
2026,N3,R_SIM,P_bal,logistic,HP,3.0,1.0,inner,False,,1.0,paired,34.0,14.0,,,,,
2027,N3,R_SIM,P_bal,logistic,HP,3.0,2.0,inner,False,,1.0,paired,35.0,13.0,,,,,
2028,N3,R_SIM,P_bal,logistic,HP,3.0,,final,False,,1.0,paired,48.0,0.0,,,,,
2029,N3,R_SIM,P_bal,logistic,HB,3.0,0.0,inner,False,,1.0,paired,34.0,14.0,,,,,
2030,N3,R_SIM,P_bal,logistic,HB,3.0,1.0,inner,False,,1.0,paired,34.0,14.0,,,,,
2031,N3,R_SIM,P_bal,logistic,HB,3.0,2.0,inner,False,,1.0,paired,35.0,13.0,,,,,
2032,N3,R_SIM,P_bal,logistic,HB,3.0,,final,False,,1.0,paired,48.0,0.0,,,,,
2033,N3,R_SIM,P_bal,logistic,HBP,3.0,0.0,inner,False,,1.0,paired,34.0,14.0,,,,,
2034,N3,R_SIM,P_bal,logistic,HBP,3.0,1.0,inner,False,,1.0,paired,34.0,14.0,,,,,
2035,N3,R_SIM,P_bal,logistic,HBP,3.0,2.0,inner,False,,1.0,paired,35.0,13.0,,,,,
2036,N3,R_SIM,P_bal,logistic,HBP,3.0,,final,False,,1.0,paired,48.0,0.0,,,,,
2037,N3,R_SIM,P_bal,logistic,Hnoise,3.0,0.0,inner,False,,1.0,paired,34.0,14.0,,,,,
2038,N3,R_SIM,P_bal,logistic,Hnoise,3.0,1.0,inner,False,,1.0,paired,34.0,14.0,,,,,
2039,N3,R_SIM,P_bal,logistic,Hnoise,3.0,2.0,inner,False,,1.0,paired,35.0,13.0,,,,,
2040,N3,R_SIM,P_bal,logistic,Hnoise,3.0,,final,False,,1.0,paired,48.0,0.0,,,,,
2041,N3,R_SIM,P_bal,mlp32,H,3.0,0.0,inner,True,,,paired,34.0,14.0,0.001,,,,
2042,N3,R_SIM,P_bal,mlp32,H,3.0,1.0,inner,True,,,paired,34.0,14.0,0.001,,,,
2043,N3,R_SIM,P_bal,mlp32,H,3.0,2.0,inner,True,,,paired,35.0,13.0,0.001,,,,
2044,N3,R_SIM,P_bal,mlp32,H,3.0,,final,True,,,paired,48.0,0.0,0.001,,,,
2045,N3,R_SIM,P_bal,mlp32,HP,3.0,0.0,inner,True,,,paired,34.0,14.0,0.001,,,,
2046,N3,R_SIM,P_bal,mlp32,HP,3.0,1.0,inner,True,,,paired,34.0,14.0,0.001,,,,
2047,N3,R_SIM,P_bal,mlp32,HP,3.0,2.0,inner,True,,,paired,35.0,13.0,0.001,,,,
2048,N3,R_SIM,P_bal,mlp32,HP,3.0,,final,True,,,paired,48.0,0.0,0.001,,,,
2049,N3,R_SIM,P_bal,mlp32,HB,3.0,0.0,inner,True,,,paired,34.0,14.0,0.001,,,,
2050,N3,R_SIM,P_bal,mlp32,HB,3.0,1.0,inner,True,,,paired,34.0,14.0,0.001,,,,
2051,N3,R_SIM,P_bal,mlp32,HB,3.0,2.0,inner,True,,,paired,35.0,13.0,0.001,,,,
2052,N3,R_SIM,P_bal,mlp32,HB,3.0,,final,True,,,paired,48.0,0.0,0.001,,,,
2053,N3,R_SIM,P_bal,mlp32,HBP,3.0,0.0,inner,True,,,paired,34.0,14.0,0.001,,,,
2054,N3,R_SIM,P_bal,mlp32,HBP,3.0,1.0,inner,True,,,paired,34.0,14.0,0.001,,,,
2055,N3,R_SIM,P_bal,mlp32,HBP,3.0,2.0,inner,True,,,paired,35.0,13.0,0.001,,,,
2056,N3,R_SIM,P_bal,mlp32,HBP,3.0,,final,True,,,paired,48.0,0.0,0.001,,,,
2057,N3,R_SIM,P_bal,mlp32,Hnoise,3.0,0.0,inner,True,,,paired,34.0,14.0,0.001,,,,
2058,N3,R_SIM,P_bal,mlp32,Hnoise,3.0,1.0,inner,True,,,paired,34.0,14.0,0.001,,,,
2059,N3,R_SIM,P_bal,mlp32,Hnoise,3.0,2.0,inner,True,,,paired,35.0,13.0,0.001,,,,
2060,N3,R_SIM,P_bal,mlp32,Hnoise,3.0,,final,True,,,paired,48.0,0.0,0.001,,,,
2061,N3,R_SIM,P_nat,logistic,H,4.0,0.0,inner,False,,1.0,paired,34.0,14.0,,,,,
2062,N3,R_SIM,P_nat,logistic,H,4.0,1.0,inner,False,,1.0,paired,34.0,14.0,,,,,
2063,N3,R_SIM,P_nat,logistic,H,4.0,2.0,inner,False,,1.0,paired,35.0,13.0,,,,,
2064,N3,R_SIM,P_nat,logistic,H,4.0,,final,False,,1.0,paired,48.0,0.0,,,,,
2065,N3,R_SIM,P_nat,logistic,HP,4.0,0.0,inner,False,,1.0,paired,34.0,14.0,,,,,
2066,N3,R_SIM,P_nat,logistic,HP,4.0,1.0,inner,False,,1.0,paired,34.0,14.0,,,,,
2067,N3,R_SIM,P_nat,logistic,HP,4.0,2.0,inner,False,,1.0,paired,35.0,13.0,,,,,
2068,N3,R_SIM,P_nat,logistic,HP,4.0,,final,False,,1.0,paired,48.0,0.0,,,,,
2069,N3,R_SIM,P_nat,logistic,HB,4.0,0.0,inner,False,,1.0,paired,34.0,14.0,,,,,
2070,N3,R_SIM,P_nat,logistic,HB,4.0,1.0,inner,False,,1.0,paired,34.0,14.0,,,,,
2071,N3,R_SIM,P_nat,logistic,HB,4.0,2.0,inner,False,,1.0,paired,35.0,13.0,,,,,
2072,N3,R_SIM,P_nat,logistic,HB,4.0,,final,False,,1.0,paired,48.0,0.0,,,,,
2073,N3,R_SIM,P_nat,logistic,HBP,4.0,0.0,inner,False,,1.0,paired,34.0,14.0,,,,,
2074,N3,R_SIM,P_nat,logistic,HBP,4.0,1.0,inner,False,,1.0,paired,34.0,14.0,,,,,
2075,N3,R_SIM,P_nat,logistic,HBP,4.0,2.0,inner,False,,1.0,paired,35.0,13.0,,,,,
2076,N3,R_SIM,P_nat,logistic,HBP,4.0,,final,False,,1.0,paired,48.0,0.0,,,,,
2077,N3,R_SIM,P_nat,logistic,Hnoise,4.0,0.0,inner,False,,1.0,paired,34.0,14.0,,,,,
2078,N3,R_SIM,P_nat,logistic,Hnoise,4.0,1.0,inner,False,,1.0,paired,34.0,14.0,,,,,
2079,N3,R_SIM,P_nat,logistic,Hnoise,4.0,2.0,inner,False,,1.0,paired,35.0,13.0,,,,,
2080,N3,R_SIM,P_nat,logistic,Hnoise,4.0,,final,False,,1.0,paired,48.0,0.0,,,,,
2081,N3,R_SIM,P_nat,mlp32,H,4.0,0.0,inner,True,,,paired,34.0,14.0,0.001,,,,
2082,N3,R_SIM,P_nat,mlp32,H,4.0,1.0,inner,True,,,paired,34.0,14.0,0.001,,,,
2083,N3,R_SIM,P_nat,mlp32,H,4.0,2.0,inner,True,,,paired,35.0,13.0,0.001,,,,
2084,N3,R_SIM,P_nat,mlp32,H,4.0,,final,True,,,paired,48.0,0.0,0.001,,,,
2085,N3,R_SIM,P_nat,mlp32,HP,4.0,0.0,inner,True,,,paired,34.0,14.0,0.001,,,,
2086,N3,R_SIM,P_nat,mlp32,HP,4.0,1.0,inner,True,,,paired,34.0,14.0,0.001,,,,
2087,N3,R_SIM,P_nat,mlp32,HP,4.0,2.0,inner,True,,,paired,35.0,13.0,0.001,,,,
2088,N3,R_SIM,P_nat,mlp32,HP,4.0,,final,True,,,paired,48.0,0.0,0.001,,,,
2089,N3,R_SIM,P_nat,mlp32,HB,4.0,0.0,inner,True,,,paired,34.0,14.0,0.001,,,,
2090,N3,R_SIM,P_nat,mlp32,HB,4.0,1.0,inner,True,,,paired,34.0,14.0,0.001,,,,
2091,N3,R_SIM,P_nat,mlp32,HB,4.0,2.0,inner,True,,,paired,35.0,13.0,0.001,,,,
2092,N3,R_SIM,P_nat,mlp32,HB,4.0,,final,True,,,paired,48.0,0.0,0.001,,,,
2093,N3,R_SIM,P_nat,mlp32,HBP,4.0,0.0,inner,True,,,paired,34.0,14.0,0.001,,,,
2094,N3,R_SIM,P_nat,mlp32,HBP,4.0,1.0,inner,True,,,paired,34.0,14.0,0.001,,,,
2095,N3,R_SIM,P_nat,mlp32,HBP,4.0,2.0,inner,True,,,paired,35.0,13.0,0.001,,,,
2096,N3,R_SIM,P_nat,mlp32,HBP,4.0,,final,True,,,paired,48.0,0.0,0.001,,,,
2097,N3,R_SIM,P_nat,mlp32,Hnoise,4.0,0.0,inner,True,,,paired,34.0,14.0,0.001,,,,
2098,N3,R_SIM,P_nat,mlp32,Hnoise,4.0,1.0,inner,True,,,paired,34.0,14.0,0.001,,,,
2099,N3,R_SIM,P_nat,mlp32,Hnoise,4.0,2.0,inner,True,,,paired,35.0,13.0,0.001,,,,
2100,N3,R_SIM,P_nat,mlp32,Hnoise,4.0,,final,True,,,paired,48.0,0.0,0.001,,,,
2101,N3,R_SIM,P_bal,logistic,H,4.0,0.0,inner,False,,1.0,paired,34.0,14.0,,,,,
2102,N3,R_SIM,P_bal,logistic,H,4.0,1.0,inner,False,,1.0,paired,34.0,14.0,,,,,
2103,N3,R_SIM,P_bal,logistic,H,4.0,2.0,inner,False,,1.0,paired,35.0,13.0,,,,,
2104,N3,R_SIM,P_bal,logistic,H,4.0,,final,False,,1.0,paired,48.0,0.0,,,,,
2105,N3,R_SIM,P_bal,logistic,HP,4.0,0.0,inner,False,,1.0,paired,34.0,14.0,,,,,
2106,N3,R_SIM,P_bal,logistic,HP,4.0,1.0,inner,False,,1.0,paired,34.0,14.0,,,,,
2107,N3,R_SIM,P_bal,logistic,HP,4.0,2.0,inner,False,,1.0,paired,35.0,13.0,,,,,
2108,N3,R_SIM,P_bal,logistic,HP,4.0,,final,False,,1.0,paired,48.0,0.0,,,,,
2109,N3,R_SIM,P_bal,logistic,HB,4.0,0.0,inner,False,,1.0,paired,34.0,14.0,,,,,
2110,N3,R_SIM,P_bal,logistic,HB,4.0,1.0,inner,False,,1.0,paired,34.0,14.0,,,,,
2111,N3,R_SIM,P_bal,logistic,HB,4.0,2.0,inner,False,,1.0,paired,35.0,13.0,,,,,
2112,N3,R_SIM,P_bal,logistic,HB,4.0,,final,False,,1.0,paired,48.0,0.0,,,,,
2113,N3,R_SIM,P_bal,logistic,HBP,4.0,0.0,inner,False,,1.0,paired,34.0,14.0,,,,,
2114,N3,R_SIM,P_bal,logistic,HBP,4.0,1.0,inner,False,,1.0,paired,34.0,14.0,,,,,
2115,N3,R_SIM,P_bal,logistic,HBP,4.0,2.0,inner,False,,1.0,paired,35.0,13.0,,,,,
2116,N3,R_SIM,P_bal,logistic,HBP,4.0,,final,False,,1.0,paired,48.0,0.0,,,,,
2117,N3,R_SIM,P_bal,logistic,Hnoise,4.0,0.0,inner,False,,1.0,paired,34.0,14.0,,,,,
2118,N3,R_SIM,P_bal,logistic,Hnoise,4.0,1.0,inner,False,,1.0,paired,34.0,14.0,,,,,
2119,N3,R_SIM,P_bal,logistic,Hnoise,4.0,2.0,inner,False,,1.0,paired,35.0,13.0,,,,,
2120,N3,R_SIM,P_bal,logistic,Hnoise,4.0,,final,False,,1.0,paired,48.0,0.0,,,,,
2121,N3,R_SIM,P_bal,mlp32,H,4.0,0.0,inner,True,,,paired,34.0,14.0,0.001,,,,
2122,N3,R_SIM,P_bal,mlp32,H,4.0,1.0,inner,True,,,paired,34.0,14.0,0.001,,,,
2123,N3,R_SIM,P_bal,mlp32,H,4.0,2.0,inner,True,,,paired,35.0,13.0,0.001,,,,
2124,N3,R_SIM,P_bal,mlp32,H,4.0,,final,True,,,paired,48.0,0.0,0.001,,,,
2125,N3,R_SIM,P_bal,mlp32,HP,4.0,0.0,inner,True,,,paired,34.0,14.0,0.001,,,,
2126,N3,R_SIM,P_bal,mlp32,HP,4.0,1.0,inner,True,,,paired,34.0,14.0,0.001,,,,
2127,N3,R_SIM,P_bal,mlp32,HP,4.0,2.0,inner,True,,,paired,35.0,13.0,0.001,,,,
2128,N3,R_SIM,P_bal,mlp32,HP,4.0,,final,True,,,paired,48.0,0.0,0.001,,,,
2129,N3,R_SIM,P_bal,mlp32,HB,4.0,0.0,inner,True,,,paired,34.0,14.0,0.001,,,,
2130,N3,R_SIM,P_bal,mlp32,HB,4.0,1.0,inner,True,,,paired,34.0,14.0,0.001,,,,
2131,N3,R_SIM,P_bal,mlp32,HB,4.0,2.0,inner,True,,,paired,35.0,13.0,0.001,,,,
2132,N3,R_SIM,P_bal,mlp32,HB,4.0,,final,True,,,paired,48.0,0.0,0.001,,,,
2133,N3,R_SIM,P_bal,mlp32,HBP,4.0,0.0,inner,True,,,paired,34.0,14.0,0.001,,,,
2134,N3,R_SIM,P_bal,mlp32,HBP,4.0,1.0,inner,True,,,paired,34.0,14.0,0.001,,,,
2135,N3,R_SIM,P_bal,mlp32,HBP,4.0,2.0,inner,True,,,paired,35.0,13.0,0.001,,,,
2136,N3,R_SIM,P_bal,mlp32,HBP,4.0,,final,True,,,paired,48.0,0.0,0.001,,,,
2137,N3,R_SIM,P_bal,mlp32,Hnoise,4.0,0.0,inner,True,,,paired,34.0,14.0,0.001,,,,
2138,N3,R_SIM,P_bal,mlp32,Hnoise,4.0,1.0,inner,True,,,paired,34.0,14.0,0.001,,,,
2139,N3,R_SIM,P_bal,mlp32,Hnoise,4.0,2.0,inner,True,,,paired,35.0,13.0,0.001,,,,
2140,N3,R_SIM,P_bal,mlp32,Hnoise,4.0,,final,True,,,paired,48.0,0.0,0.001,,,,
2141,N3,L0,P_nat,logistic,H,0.0,0.0,inner,False,,1.0,paired,34.0,14.0,,,,,
2142,N3,L0,P_nat,logistic,H,0.0,1.0,inner,False,,1.0,paired,35.0,13.0,,,,,
2143,N3,L0,P_nat,logistic,H,0.0,2.0,inner,False,,1.0,paired,35.0,13.0,,,,,
2144,N3,L0,P_nat,logistic,H,0.0,,final,False,,1.0,paired,48.0,0.0,,,,,
2145,N3,L0,P_nat,logistic,HP,0.0,0.0,inner,False,,1.0,paired,34.0,14.0,,,,,
2146,N3,L0,P_nat,logistic,HP,0.0,1.0,inner,False,,1.0,paired,35.0,13.0,,,,,
2147,N3,L0,P_nat,logistic,HP,0.0,2.0,inner,False,,1.0,paired,35.0,13.0,,,,,
2148,N3,L0,P_nat,logistic,HP,0.0,,final,False,,1.0,paired,48.0,0.0,,,,,
2149,N3,L0,P_nat,logistic,HB,0.0,0.0,inner,False,,1.0,paired,34.0,14.0,,,,,
2150,N3,L0,P_nat,logistic,HB,0.0,1.0,inner,False,,1.0,paired,35.0,13.0,,,,,
2151,N3,L0,P_nat,logistic,HB,0.0,2.0,inner,False,,1.0,paired,35.0,13.0,,,,,
2152,N3,L0,P_nat,logistic,HB,0.0,,final,False,,1.0,paired,48.0,0.0,,,,,
2153,N3,L0,P_nat,logistic,HBP,0.0,0.0,inner,False,,1.0,paired,34.0,14.0,,,,,
2154,N3,L0,P_nat,logistic,HBP,0.0,1.0,inner,False,,1.0,paired,35.0,13.0,,,,,
2155,N3,L0,P_nat,logistic,HBP,0.0,2.0,inner,False,,1.0,paired,35.0,13.0,,,,,
2156,N3,L0,P_nat,logistic,HBP,0.0,,final,False,,1.0,paired,48.0,0.0,,,,,
2157,N3,L0,P_nat,logistic,Hnoise,0.0,0.0,inner,False,,1.0,paired,34.0,14.0,,,,,
2158,N3,L0,P_nat,logistic,Hnoise,0.0,1.0,inner,False,,1.0,paired,35.0,13.0,,,,,
2159,N3,L0,P_nat,logistic,Hnoise,0.0,2.0,inner,False,,1.0,paired,35.0,13.0,,,,,
2160,N3,L0,P_nat,logistic,Hnoise,0.0,,final,False,,1.0,paired,48.0,0.0,,,,,
2161,N3,L0,P_bal,logistic,H,0.0,0.0,inner,False,,1.0,paired,34.0,14.0,,,,,
2162,N3,L0,P_bal,logistic,H,0.0,1.0,inner,False,,1.0,paired,35.0,13.0,,,,,
2163,N3,L0,P_bal,logistic,H,0.0,2.0,inner,False,,1.0,paired,35.0,13.0,,,,,
2164,N3,L0,P_bal,logistic,H,0.0,,final,False,,1.0,paired,48.0,0.0,,,,,
2165,N3,L0,P_bal,logistic,HP,0.0,0.0,inner,False,,1.0,paired,34.0,14.0,,,,,
2166,N3,L0,P_bal,logistic,HP,0.0,1.0,inner,False,,1.0,paired,35.0,13.0,,,,,
2167,N3,L0,P_bal,logistic,HP,0.0,2.0,inner,False,,1.0,paired,35.0,13.0,,,,,
2168,N3,L0,P_bal,logistic,HP,0.0,,final,False,,1.0,paired,48.0,0.0,,,,,
2169,N3,L0,P_bal,logistic,HB,0.0,0.0,inner,False,,1.0,paired,34.0,14.0,,,,,
2170,N3,L0,P_bal,logistic,HB,0.0,1.0,inner,False,,1.0,paired,35.0,13.0,,,,,
2171,N3,L0,P_bal,logistic,HB,0.0,2.0,inner,False,,1.0,paired,35.0,13.0,,,,,
2172,N3,L0,P_bal,logistic,HB,0.0,,final,False,,1.0,paired,48.0,0.0,,,,,
2173,N3,L0,P_bal,logistic,HBP,0.0,0.0,inner,False,,1.0,paired,34.0,14.0,,,,,
2174,N3,L0,P_bal,logistic,HBP,0.0,1.0,inner,False,,1.0,paired,35.0,13.0,,,,,
2175,N3,L0,P_bal,logistic,HBP,0.0,2.0,inner,False,,1.0,paired,35.0,13.0,,,,,
2176,N3,L0,P_bal,logistic,HBP,0.0,,final,False,,1.0,paired,48.0,0.0,,,,,
2177,N3,L0,P_bal,logistic,Hnoise,0.0,0.0,inner,False,,1.0,paired,34.0,14.0,,,,,
2178,N3,L0,P_bal,logistic,Hnoise,0.0,1.0,inner,False,,1.0,paired,35.0,13.0,,,,,
2179,N3,L0,P_bal,logistic,Hnoise,0.0,2.0,inner,False,,1.0,paired,35.0,13.0,,,,,
2180,N3,L0,P_bal,logistic,Hnoise,0.0,,final,False,,1.0,paired,48.0,0.0,,,,,
2181,N3,L0,P_nat,logistic,H,1.0,0.0,inner,False,,1.0,paired,34.0,14.0,,,,,
2182,N3,L0,P_nat,logistic,H,1.0,1.0,inner,False,,1.0,paired,34.0,14.0,,,,,
2183,N3,L0,P_nat,logistic,H,1.0,2.0,inner,False,,1.0,paired,35.0,13.0,,,,,
2184,N3,L0,P_nat,logistic,H,1.0,,final,False,,1.0,paired,48.0,0.0,,,,,
2185,N3,L0,P_nat,logistic,HP,1.0,0.0,inner,False,,1.0,paired,34.0,14.0,,,,,
2186,N3,L0,P_nat,logistic,HP,1.0,1.0,inner,False,,1.0,paired,34.0,14.0,,,,,
2187,N3,L0,P_nat,logistic,HP,1.0,2.0,inner,False,,1.0,paired,35.0,13.0,,,,,
2188,N3,L0,P_nat,logistic,HP,1.0,,final,False,,1.0,paired,48.0,0.0,,,,,
2189,N3,L0,P_nat,logistic,HB,1.0,0.0,inner,False,,1.0,paired,34.0,14.0,,,,,
2190,N3,L0,P_nat,logistic,HB,1.0,1.0,inner,False,,1.0,paired,34.0,14.0,,,,,
2191,N3,L0,P_nat,logistic,HB,1.0,2.0,inner,False,,1.0,paired,35.0,13.0,,,,,
2192,N3,L0,P_nat,logistic,HB,1.0,,final,False,,1.0,paired,48.0,0.0,,,,,
2193,N3,L0,P_nat,logistic,HBP,1.0,0.0,inner,False,,1.0,paired,34.0,14.0,,,,,
2194,N3,L0,P_nat,logistic,HBP,1.0,1.0,inner,False,,1.0,paired,34.0,14.0,,,,,
2195,N3,L0,P_nat,logistic,HBP,1.0,2.0,inner,False,,1.0,paired,35.0,13.0,,,,,
2196,N3,L0,P_nat,logistic,HBP,1.0,,final,False,,1.0,paired,48.0,0.0,,,,,
2197,N3,L0,P_nat,logistic,Hnoise,1.0,0.0,inner,False,,1.0,paired,34.0,14.0,,,,,
2198,N3,L0,P_nat,logistic,Hnoise,1.0,1.0,inner,False,,1.0,paired,34.0,14.0,,,,,
2199,N3,L0,P_nat,logistic,Hnoise,1.0,2.0,inner,False,,1.0,paired,35.0,13.0,,,,,
2200,N3,L0,P_nat,logistic,Hnoise,1.0,,final,False,,1.0,paired,48.0,0.0,,,,,
2201,N3,L0,P_bal,logistic,H,1.0,0.0,inner,False,,1.0,paired,34.0,14.0,,,,,
2202,N3,L0,P_bal,logistic,H,1.0,1.0,inner,False,,1.0,paired,34.0,14.0,,,,,
2203,N3,L0,P_bal,logistic,H,1.0,2.0,inner,False,,1.0,paired,35.0,13.0,,,,,
2204,N3,L0,P_bal,logistic,H,1.0,,final,False,,1.0,paired,48.0,0.0,,,,,
2205,N3,L0,P_bal,logistic,HP,1.0,0.0,inner,False,,1.0,paired,34.0,14.0,,,,,
2206,N3,L0,P_bal,logistic,HP,1.0,1.0,inner,False,,1.0,paired,34.0,14.0,,,,,
2207,N3,L0,P_bal,logistic,HP,1.0,2.0,inner,False,,1.0,paired,35.0,13.0,,,,,
2208,N3,L0,P_bal,logistic,HP,1.0,,final,False,,1.0,paired,48.0,0.0,,,,,
2209,N3,L0,P_bal,logistic,HB,1.0,0.0,inner,False,,1.0,paired,34.0,14.0,,,,,
2210,N3,L0,P_bal,logistic,HB,1.0,1.0,inner,False,,1.0,paired,34.0,14.0,,,,,
2211,N3,L0,P_bal,logistic,HB,1.0,2.0,inner,False,,1.0,paired,35.0,13.0,,,,,
2212,N3,L0,P_bal,logistic,HB,1.0,,final,False,,1.0,paired,48.0,0.0,,,,,
2213,N3,L0,P_bal,logistic,HBP,1.0,0.0,inner,False,,1.0,paired,34.0,14.0,,,,,
2214,N3,L0,P_bal,logistic,HBP,1.0,1.0,inner,False,,1.0,paired,34.0,14.0,,,,,
2215,N3,L0,P_bal,logistic,HBP,1.0,2.0,inner,False,,1.0,paired,35.0,13.0,,,,,
2216,N3,L0,P_bal,logistic,HBP,1.0,,final,False,,1.0,paired,48.0,0.0,,,,,
