route,run,mode,control,estimate,ci_lower,ci_upper,n_candidates,units
D,D_controls_L0_SUP_001,R_SUP,all_trials:original_budget_minus_variant:D2_CV,0.03893585935998912,-0.17661797610580526,0.26544965291723654,51,MUSS_source_points
D,D_controls_L0_SUP_001,R_SUP,all_trials:original_budget_minus_variant:D3_CVN,0.03893585935998912,-0.17661797610580526,0.26544965291723654,51,MUSS_source_points
D,D_controls_L0_SUP_001,R_SUP,all_trials:original_budget_minus_variant:D4_CN,-0.07342365933837679,-0.27084976868137794,0.10596657389627771,51,MUSS_source_points
D,D_controls_L0_SUP_001,R_SUP,all_trials:original_budget_minus_variant:D5_CFULL,-0.07347544094017014,-0.29762132574460165,0.13542311372829718,51,MUSS_source_points
D,D_controls_L0_SUP_001,R_SUP,all_trials:original_budget_minus_variant:D6_CRANDOM_0,0.0922767814296876,-0.17736241671342015,0.38386865132978926,51,MUSS_source_points
D,D_controls_L0_SUP_001,R_SUP,all_trials:original_budget_minus_variant:D6_CRANDOM_1,0.043590612403794936,-0.19252350475132277,0.2932512241723111,51,MUSS_source_points
D,D_controls_L0_SUP_001,R_SUP,all_trials:original_budget_minus_variant:D6_CRANDOM_10,0.021190852610756563,-0.10781831046209321,0.15883868616254354,51,MUSS_source_points
D,D_controls_L0_SUP_001,R_SUP,all_trials:original_budget_minus_variant:D6_CRANDOM_11,0.0014617605371868183,-0.22735221348770948,0.24167283387701816,51,MUSS_source_points
D,D_controls_L0_SUP_001,R_SUP,all_trials:original_budget_minus_variant:D6_CRANDOM_12,-0.059681498140415075,-0.39173728232626776,0.26992297384070835,51,MUSS_source_points
D,D_controls_L0_SUP_001,R_SUP,all_trials:original_budget_minus_variant:D6_CRANDOM_13,0.05004026898088821,-0.1913734990340082,0.2887369426152508,51,MUSS_source_points
D,D_controls_L0_SUP_001,R_SUP,all_trials:original_budget_minus_variant:D6_CRANDOM_14,0.05117637985953408,-0.22232292382084998,0.33132405472433607,51,MUSS_source_points
D,D_controls_L0_SUP_001,R_SUP,all_trials:original_budget_minus_variant:D6_CRANDOM_15,0.059128350753656286,-0.2015353914351366,0.33479746186589565,51,MUSS_source_points
D,D_controls_L0_SUP_001,R_SUP,all_trials:original_budget_minus_variant:D6_CRANDOM_16,0.09917698833300703,-0.24094914138810417,0.45872503055375813,51,MUSS_source_points
D,D_controls_L0_SUP_001,R_SUP,all_trials:original_budget_minus_variant:D6_CRANDOM_17,0.03893585935998912,-0.17661797610580526,0.26544965291723654,51,MUSS_source_points
D,D_controls_L0_SUP_001,R_SUP,all_trials:original_budget_minus_variant:D6_CRANDOM_18,0.0249244213152208,-0.4431043952372125,0.4739518830857701,51,MUSS_source_points
D,D_controls_L0_SUP_001,R_SUP,all_trials:original_budget_minus_variant:D6_CRANDOM_19,-0.001981367650897871,-0.2761741101519872,0.2796867708981395,51,MUSS_source_points
D,D_controls_L0_SUP_001,R_SUP,all_trials:original_budget_minus_variant:D6_CRANDOM_2,0.029414252020545713,-0.19213911979902995,0.2654844339106412,51,MUSS_source_points
D,D_controls_L0_SUP_001,R_SUP,all_trials:original_budget_minus_variant:D6_CRANDOM_3,0.04667389074023481,-0.2855746946109607,0.3674679169149663,51,MUSS_source_points
D,D_controls_L0_SUP_001,R_SUP,all_trials:original_budget_minus_variant:D6_CRANDOM_4,0.16687514156050828,-0.05872091678661969,0.4269906733735162,51,MUSS_source_points
D,D_controls_L0_SUP_001,R_SUP,all_trials:original_budget_minus_variant:D6_CRANDOM_5,0.03590505424904139,-0.19463466325777012,0.2838181345085184,51,MUSS_source_points
D,D_controls_L0_SUP_001,R_SUP,all_trials:original_budget_minus_variant:D6_CRANDOM_6,0.000505429025212397,-0.30583070717559135,0.3032465409684507,51,MUSS_source_points
D,D_controls_L0_SUP_001,R_SUP,all_trials:original_budget_minus_variant:D6_CRANDOM_7,-0.08183324440494102,-0.3852591973818234,0.22894509652344774,51,MUSS_source_points
D,D_controls_L0_SUP_001,R_SUP,all_trials:original_budget_minus_variant:D6_CRANDOM_8,0.061002959315424043,-0.20619041088883147,0.3220399223675878,51,MUSS_source_points
D,D_controls_L0_SUP_001,R_SUP,all_trials:original_budget_minus_variant:D6_CRANDOM_9,0.17525021013765218,-0.04879733218631112,0.42600415801477937,51,MUSS_source_points
D,D_controls_L0_SUP_001,R_SUP,all_trials:original_budget_minus_variant:D7_CPRE,-0.2255878317666916,-0.5821033365997471,0.11585894493699851,51,MUSS_source_points
D,D_controls_L0_SUP_001,R_SUP,budget40_count_qc:D2_minus_D3:,0.0,0.0,0.0,51,MUSS_source_points
D,D_controls_L0_SUP_001,R_SUP,budget40_count_qc:D1_minus_D3:,0.017740361041025266,-0.460879344923662,0.5008107939351,51,MUSS_source_points
D,D_controls_L0_SUP_001,R_SUP,budget40_count_qc:original_budget_minus_variant:D1_C,-0.7045575946098229,-2.47508557278156,0.4370675517902686,51,MUSS_source_points
D,D_controls_L0_SUP_001,R_SUP,budget40_count_qc:original_budget_minus_variant:D2_CV,-0.8234153690905457,-2.6162055432022298,0.40695450394191085,51,MUSS_source_points
D,D_controls_L0_SUP_001,R_SUP,budget40_count_qc:original_budget_minus_variant:D3_CVN,-0.8234153690905457,-2.6162055432022298,0.40695450394191085,51,MUSS_source_points
D,D_controls_L0_SUP_001,R_SUP,all_trials_count_qc:D2_minus_D3:,0.17913367622504406,-0.042371219306558475,0.4397196449884883,51,MUSS_source_points
D,D_controls_L0_SUP_001,R_SUP,all_trials_count_qc:D1_minus_D3:,0.6098690266384946,-0.2381849475661489,1.5560841751423629,51,MUSS_source_points
D,D_controls_L0_SUP_001,R_SUP,all_trials_count_qc:original_budget_minus_variant:D1_C,-0.7045575946098229,-2.47508557278156,0.4370675517902686,51,MUSS_source_points
D,D_controls_L0_SUP_001,R_SUP,all_trials_count_qc:original_budget_minus_variant:D2_CV,-0.41042037971812045,-1.9958305045818856,0.8146269813274996,51,MUSS_source_points
D,D_controls_L0_SUP_001,R_SUP,all_trials_count_qc:original_budget_minus_variant:D3_CVN,-0.2312867034930764,-1.6613002842254818,0.934942370966998,51,MUSS_source_points
D,D_controls_L0_SUP_001,L0,new_null_linear_probe_J:calibrated,0.00011937838265210177,-1.2282054705388155e-05,0.00025665924039994616,51,bits/trial
D,D_controls_L0_SUP_001,L0,new_null_linear_probe_J:raw,0.0003282889073002808,-0.00019800240213635042,0.0008769581101268458,51,bits/trial
D,D_controls_L0_SUP_001,R_SUP,new_null_linear_probe_J:calibrated,-0.0032750560936174672,-0.007912084967691992,0.0016698444702648216,51,bits/trial
D,D_controls_L0_SUP_001,R_SUP,new_null_linear_probe_J:raw,-0.0027206865803790243,-0.0072723220513636775,0.0020994859683546394,51,bits/trial
