packet,mode,population,view,calibration,family,family_class,risk_metric,risk_unit,estimate,ci_lower,ci_upper,n_candidates,source_run,comparison_status,interpretation
N1,L0,P_bal,H,mixture_diagnostic,logistic,fixed_family,ce_bits,bits/trial,0.6816646689589353,0.615715531370024,0.7817816728054325,59.0,N1_core_001,SOURCE_VALUE_RETAINED,source CE/risk summary; not reinterpreted as MI
N3,R_SIM,P_nat,HB,mixture_diagnostic,training_OOF_selected_minus_mlp32,selected_minus_fixed_risk,ce_bits,bits/trial,-0.01165856011205757,,,60.0,N3_core_001,DESCRIPTIVE_SOURCE_RISK_DIFFERENCE,difference of saved CE/risk summaries; no paired CI and no MI relabeling
N3,R_SIM,P_nat,HB,raw,training_OOF_selected_minus_logistic,selected_minus_fixed_risk,ce_bits,bits/trial,0.0,,,60.0,N3_core_001,DESCRIPTIVE_SOURCE_RISK_DIFFERENCE,difference of saved CE/risk summaries; no paired CI and no MI relabeling
N3,R_SIM,P_nat,HB,raw,training_OOF_selected_minus_mlp32,selected_minus_fixed_risk,ce_bits,bits/trial,-0.027446893030189212,,,60.0,N3_core_001,DESCRIPTIVE_SOURCE_RISK_DIFFERENCE,difference of saved CE/risk summaries; no paired CI and no MI relabeling
N3,R_SIM,P_nat,HB,temperature,training_OOF_selected_minus_logistic,selected_minus_fixed_risk,ce_bits,bits/trial,0.0,,,60.0,N3_core_001,DESCRIPTIVE_SOURCE_RISK_DIFFERENCE,difference of saved CE/risk summaries; no paired CI and no MI relabeling
N3,R_SIM,P_nat,HB,temperature,training_OOF_selected_minus_mlp32,selected_minus_fixed_risk,ce_bits,bits/trial,-0.019490303278269172,,,60.0,N3_core_001,DESCRIPTIVE_SOURCE_RISK_DIFFERENCE,difference of saved CE/risk summaries; no paired CI and no MI relabeling
N3,R_SIM,P_nat,HBP,mixture_diagnostic,training_OOF_selected_minus_logistic,selected_minus_fixed_risk,ce_bits,bits/trial,0.0,,,60.0,N3_core_001,DESCRIPTIVE_SOURCE_RISK_DIFFERENCE,difference of saved CE/risk summaries; no paired CI and no MI relabeling
N3,R_SIM,P_nat,HBP,mixture_diagnostic,training_OOF_selected_minus_mlp32,selected_minus_fixed_risk,ce_bits,bits/trial,-0.027578031026205263,,,60.0,N3_core_001,DESCRIPTIVE_SOURCE_RISK_DIFFERENCE,difference of saved CE/risk summaries; no paired CI and no MI relabeling
N3,R_SIM,P_nat,HBP,raw,training_OOF_selected_minus_logistic,selected_minus_fixed_risk,ce_bits,bits/trial,0.0,,,60.0,N3_core_001,DESCRIPTIVE_SOURCE_RISK_DIFFERENCE,difference of saved CE/risk summaries; no paired CI and no MI relabeling
N3,R_SIM,P_nat,HBP,raw,training_OOF_selected_minus_mlp32,selected_minus_fixed_risk,ce_bits,bits/trial,-0.15690170242612167,,,60.0,N3_core_001,DESCRIPTIVE_SOURCE_RISK_DIFFERENCE,difference of saved CE/risk summaries; no paired CI and no MI relabeling
N3,R_SIM,P_nat,HBP,temperature,training_OOF_selected_minus_logistic,selected_minus_fixed_risk,ce_bits,bits/trial,0.0,,,60.0,N3_core_001,DESCRIPTIVE_SOURCE_RISK_DIFFERENCE,difference of saved CE/risk summaries; no paired CI and no MI relabeling
N3,R_SIM,P_nat,HBP,temperature,training_OOF_selected_minus_mlp32,selected_minus_fixed_risk,ce_bits,bits/trial,-0.06705721998179348,,,60.0,N3_core_001,DESCRIPTIVE_SOURCE_RISK_DIFFERENCE,difference of saved CE/risk summaries; no paired CI and no MI relabeling
N3,R_SIM,P_nat,HP,mixture_diagnostic,training_OOF_selected_minus_logistic,selected_minus_fixed_risk,ce_bits,bits/trial,0.0,,,60.0,N3_core_001,DESCRIPTIVE_SOURCE_RISK_DIFFERENCE,difference of saved CE/risk summaries; no paired CI and no MI relabeling
N3,R_SIM,P_nat,HP,mixture_diagnostic,training_OOF_selected_minus_mlp32,selected_minus_fixed_risk,ce_bits,bits/trial,-0.016033297071142205,,,60.0,N3_core_001,DESCRIPTIVE_SOURCE_RISK_DIFFERENCE,difference of saved CE/risk summaries; no paired CI and no MI relabeling
N3,R_SIM,P_nat,HP,raw,training_OOF_selected_minus_logistic,selected_minus_fixed_risk,ce_bits,bits/trial,0.0,,,60.0,N3_core_001,DESCRIPTIVE_SOURCE_RISK_DIFFERENCE,difference of saved CE/risk summaries; no paired CI and no MI relabeling
N3,R_SIM,P_nat,HP,raw,training_OOF_selected_minus_mlp32,selected_minus_fixed_risk,ce_bits,bits/trial,-0.03799209641050494,,,60.0,N3_core_001,DESCRIPTIVE_SOURCE_RISK_DIFFERENCE,difference of saved CE/risk summaries; no paired CI and no MI relabeling
N3,R_SIM,P_nat,HP,temperature,training_OOF_selected_minus_logistic,selected_minus_fixed_risk,ce_bits,bits/trial,0.0,,,60.0,N3_core_001,DESCRIPTIVE_SOURCE_RISK_DIFFERENCE,difference of saved CE/risk summaries; no paired CI and no MI relabeling
N3,R_SIM,P_nat,HP,temperature,training_OOF_selected_minus_mlp32,selected_minus_fixed_risk,ce_bits,bits/trial,-0.02714993171688662,,,60.0,N3_core_001,DESCRIPTIVE_SOURCE_RISK_DIFFERENCE,difference of saved CE/risk summaries; no paired CI and no MI relabeling
N3,R_SIM,P_nat,Hnoise,mixture_diagnostic,training_OOF_selected_minus_logistic,selected_minus_fixed_risk,ce_bits,bits/trial,0.0,,,60.0,N3_core_001,DESCRIPTIVE_SOURCE_RISK_DIFFERENCE,difference of saved CE/risk summaries; no paired CI and no MI relabeling
N3,R_SIM,P_nat,Hnoise,mixture_diagnostic,training_OOF_selected_minus_mlp32,selected_minus_fixed_risk,ce_bits,bits/trial,-0.02088785242986213,,,60.0,N3_core_001,DESCRIPTIVE_SOURCE_RISK_DIFFERENCE,difference of saved CE/risk summaries; no paired CI and no MI relabeling
N3,R_SIM,P_nat,Hnoise,raw,training_OOF_selected_minus_logistic,selected_minus_fixed_risk,ce_bits,bits/trial,0.0,,,60.0,N3_core_001,DESCRIPTIVE_SOURCE_RISK_DIFFERENCE,difference of saved CE/risk summaries; no paired CI and no MI relabeling
N3,R_SIM,P_nat,Hnoise,raw,training_OOF_selected_minus_mlp32,selected_minus_fixed_risk,ce_bits,bits/trial,-0.061668388074673675,,,60.0,N3_core_001,DESCRIPTIVE_SOURCE_RISK_DIFFERENCE,difference of saved CE/risk summaries; no paired CI and no MI relabeling
N3,R_SIM,P_nat,Hnoise,temperature,training_OOF_selected_minus_logistic,selected_minus_fixed_risk,ce_bits,bits/trial,0.0,,,60.0,N3_core_001,DESCRIPTIVE_SOURCE_RISK_DIFFERENCE,difference of saved CE/risk summaries; no paired CI and no MI relabeling
N3,R_SIM,P_nat,Hnoise,temperature,training_OOF_selected_minus_mlp32,selected_minus_fixed_risk,ce_bits,bits/trial,-0.03915560334148238,,,60.0,N3_core_001,DESCRIPTIVE_SOURCE_RISK_DIFFERENCE,difference of saved CE/risk summaries; no paired CI and no MI relabeling
N1,,,,,training_OOF_selected,training_selected,ce_bits,bits/trial,,,,,,MISSING_TRAINING_SELECTED_SOURCE,N1 has no training-selected risk summary in the fixed public sources
N3,R_SIM,P_nat,H→HP,temperature,training_OOF_selected,primary_effect_context,frozen_primary_effect,bits/trial,-0.0506316587586698,-0.0577564657244072,-0.0411938981089999,60.0,N3_core_001,PRIMARY_REMAINS_NEGATIVE,frozen N3 primary source effect retained; no MI relabeling
