mode,outer_fold,quantity,metric,matched,mismatched,gain,estimate,ci_lower,ci_upper,status,n_candidates,n_bootstrap,invalid_replicates,bootstrap_scope,quality_status,background_components
L0,0,Delta,inner_product,87.72851011839138,9.805415063382148,77.92309505500924,77.92309505500924,12.977304329060681,152.90460771460923,COMPUTED,11,2000,0,fixed candidate identity draws within original folds; shared across quantities; no refits,FEATURE_TASK_HAS_NO_FIXED_QUALITY_ARRAY,post_common_response|pre_common_response|pre_delta
R_SUP,4,Delta,cosine,0.08878788667857687,0.1334086634046054,-0.044620776726028516,-0.044620776726028516,-0.11663278515841491,0.02619858246857938,COMPUTED,10,2000,0,fixed candidate identity draws within original folds; shared across quantities; no refits,FEATURE_TASK_HAS_NO_FIXED_QUALITY_ARRAY,post_common_response|pre_common_response|pre_delta
R_SUP,4,P,inner_product,8.806573398303145,-1.1156118486601294,9.922185246963275,9.922185246963275,4.001537659106617,16.997450896936027,COMPUTED,10,2000,0,fixed candidate identity draws within original folds; shared across quantities; no refits,FEATURE_TASK_HAS_NO_FIXED_QUALITY_ARRAY,post_common_response|pre_common_response|pre_delta
R_SUP,4,P,cosine,0.3578398193161372,-0.04011821220507695,0.3979580315212141,0.3979580315212141,0.19066951523962095,0.6205668142566519,COMPUTED,10,2000,0,fixed candidate identity draws within original folds; shared across quantities; no refits,FEATURE_TASK_HAS_NO_FIXED_QUALITY_ARRAY,post_common_response|pre_common_response|pre_delta
R_SUP,4,R,inner_product,23.4467339215414,23.913141071667713,-0.4664071501263116,-0.4664071501263116,-19.553323232741125,20.07034580994994,COMPUTED,10,2000,0,fixed candidate identity draws within original folds; shared across quantities; no refits,FEATURE_TASK_HAS_NO_FIXED_QUALITY_ARRAY,post_common_response|pre_common_response|pre_delta
R_SUP,4,R,cosine,0.118959353191875,0.1187220063248587,0.00023734686701630536,0.00023734686701630536,-0.08430443647325706,0.09666547198786411,COMPUTED,10,2000,0,fixed candidate identity draws within original folds; shared across quantities; no refits,FEATURE_TASK_HAS_NO_FIXED_QUALITY_ARRAY,post_common_response|pre_common_response|pre_delta
R_SIM,0,Delta,inner_product,-2.0742608467904944,-0.3084515803542945,-1.7658092664362,-1.7658092664362,-9.138560150683821,4.7115969393276105,COMPUTED,11,2000,0,fixed candidate identity draws within original folds; shared across quantities; no refits,FEATURE_TASK_HAS_NO_FIXED_QUALITY_ARRAY,post_common_response|pre_common_response|pre_delta
R_SIM,0,Delta,cosine,-0.0066570512716524555,0.003393810619190695,-0.01005086189084315,-0.01005086189084315,-0.09032901355079964,0.05489444331269938,COMPUTED,11,2000,0,fixed candidate identity draws within original folds; shared across quantities; no refits,FEATURE_TASK_HAS_NO_FIXED_QUALITY_ARRAY,post_common_response|pre_common_response|pre_delta
R_SIM,0,P,inner_product,3.449885531516148,0.4413572507495569,3.0085282807665914,3.008528280766591,0.9550533403390992,5.590482123872276,COMPUTED,11,2000,0,fixed candidate identity draws within original folds; shared across quantities; no refits,FEATURE_TASK_HAS_NO_FIXED_QUALITY_ARRAY,post_common_response|pre_common_response|pre_delta
R_SIM,0,P,cosine,0.29823813383903286,0.03347425498463292,0.26476387885439995,0.26476387885439995,0.09989481685187014,0.4339610344850594,COMPUTED,11,2000,0,fixed candidate identity draws within original folds; shared across quantities; no refits,FEATURE_TASK_HAS_NO_FIXED_QUALITY_ARRAY,post_common_response|pre_common_response|pre_delta
R_SIM,0,R,inner_product,1.9390906409486361,-0.6975763887715523,2.636667029720188,2.636667029720188,-6.784338428066364,12.195329300450027,COMPUTED,11,2000,0,fixed candidate identity draws within original folds; shared across quantities; no refits,FEATURE_TASK_HAS_NO_FIXED_QUALITY_ARRAY,post_common_response|pre_common_response|pre_delta
R_SIM,0,R,cosine,0.022747195260102483,-0.0035749878214525314,0.026322183081555015,0.026322183081555015,-0.05787105818987125,0.10440811659361376,COMPUTED,11,2000,0,fixed candidate identity draws within original folds; shared across quantities; no refits,FEATURE_TASK_HAS_NO_FIXED_QUALITY_ARRAY,post_common_response|pre_common_response|pre_delta
R_SIM,1,Delta,inner_product,4.560457563491772,-0.32882663496322406,4.889284198454996,4.889284198454996,-4.301677436688077,13.545570996481848,COMPUTED,11,2000,0,fixed candidate identity draws within original folds; shared across quantities; no refits,FEATURE_TASK_HAS_NO_FIXED_QUALITY_ARRAY,post_common_response|pre_common_response|pre_delta
R_SIM,1,Delta,cosine,0.06899411819201573,-0.004332447344320911,0.07332656553633664,0.07332656553633664,-0.035736501603983,0.17905309108171086,COMPUTED,11,2000,0,fixed candidate identity draws within original folds; shared across quantities; no refits,FEATURE_TASK_HAS_NO_FIXED_QUALITY_ARRAY,post_common_response|pre_common_response|pre_delta
R_SIM,1,P,inner_product,2.1798121470504035,-0.10758770571305028,2.287399852763454,2.287399852763454,1.0092621483840283,3.565330548098582,COMPUTED,11,2000,0,fixed candidate identity draws within original folds; shared across quantities; no refits,FEATURE_TASK_HAS_NO_FIXED_QUALITY_ARRAY,post_common_response|pre_common_response|pre_delta
R_SIM,1,P,cosine,0.2784080597143221,-0.018009824847241188,0.29641788456156326,0.29641788456156326,0.14057764453726376,0.4320653479389913,COMPUTED,11,2000,0,fixed candidate identity draws within original folds; shared across quantities; no refits,FEATURE_TASK_HAS_NO_FIXED_QUALITY_ARRAY,post_common_response|pre_common_response|pre_delta
R_SIM,1,R,inner_product,2.471814368396497,-1.1403008876685177,3.6121152560650147,3.6121152560650147,-5.619501832751718,11.846106605675752,COMPUTED,11,2000,0,fixed candidate identity draws within original folds; shared across quantities; no refits,FEATURE_TASK_HAS_NO_FIXED_QUALITY_ARRAY,post_common_response|pre_common_response|pre_delta
R_SIM,1,R,cosine,0.04576699167019163,-0.012525287431648017,0.05829227910183965,0.05829227910183965,-0.04355930908193014,0.14823228975903963,COMPUTED,11,2000,0,fixed candidate identity draws within original folds; shared across quantities; no refits,FEATURE_TASK_HAS_NO_FIXED_QUALITY_ARRAY,post_common_response|pre_common_response|pre_delta
R_SIM,2,Delta,inner_product,2.0407324597253087,2.386715552859516,-0.3459830931342074,-0.3459830931342074,-8.777595002134248,7.480839326365941,COMPUTED,8,2000,0,fixed candidate identity draws within original folds; shared across quantities; no refits,FEATURE_TASK_HAS_NO_FIXED_QUALITY_ARRAY,post_common_response|pre_common_response|pre_delta
R_SIM,2,Delta,cosine,0.0259105834054807,0.011783753131596377,0.014126830273884321,0.014126830273884321,-0.06515276214460175,0.09448247391058115,COMPUTED,8,2000,0,fixed candidate identity draws within original folds; shared across quantities; no refits,FEATURE_TASK_HAS_NO_FIXED_QUALITY_ARRAY,post_common_response|pre_common_response|pre_delta
R_SIM,2,P,inner_product,0.5950096785059444,0.14906834740343836,0.4459413311025061,0.4459413311025061,0.08110837388103632,0.8264537631415438,COMPUTED,8,2000,0,fixed candidate identity draws within original folds; shared across quantities; no refits,FEATURE_TASK_HAS_NO_FIXED_QUALITY_ARRAY,post_common_response|pre_common_response|pre_delta
R_SIM,2,P,cosine,0.14567372843599458,0.0326913797092902,0.11298234872670437,0.11298234872670437,0.01685304168744513,0.2141064081288377,COMPUTED,8,2000,0,fixed candidate identity draws within original folds; shared across quantities; no refits,FEATURE_TASK_HAS_NO_FIXED_QUALITY_ARRAY,post_common_response|pre_common_response|pre_delta
R_SIM,2,R,inner_product,3.4404611856844314,2.545870297951329,0.8945908877331026,0.8945908877331026,-10.406043229388466,10.534436495104003,COMPUTED,8,2000,0,fixed candidate identity draws within original folds; shared across quantities; no refits,FEATURE_TASK_HAS_NO_FIXED_QUALITY_ARRAY,post_common_response|pre_common_response|pre_delta
R_SIM,2,R,cosine,0.04250142539400251,0.015211928477585318,0.02728949691641719,0.02728949691641719,-0.09001677230452279,0.12611999828456033,COMPUTED,8,2000,0,fixed candidate identity draws within original folds; shared across quantities; no refits,FEATURE_TASK_HAS_NO_FIXED_QUALITY_ARRAY,post_common_response|pre_common_response|pre_delta
R_SIM,3,Delta,inner_product,-0.12144648017266017,-0.7826481117746609,0.6612016316020007,0.6612016316020007,-8.070545668232151,9.088859860867267,COMPUTED,9,2000,0,fixed candidate identity draws within original folds; shared across quantities; no refits,FEATURE_TASK_HAS_NO_FIXED_QUALITY_ARRAY,post_common_response|pre_common_response|pre_delta
R_SIM,3,Delta,cosine,-0.010340120404102563,0.0009063712403300521,-0.011246491644432616,-0.011246491644432616,-0.12138362615810623,0.10211197763907523,COMPUTED,9,2000,0,fixed candidate identity draws within original folds; shared across quantities; no refits,FEATURE_TASK_HAS_NO_FIXED_QUALITY_ARRAY,post_common_response|pre_common_response|pre_delta
R_SIM,3,P,inner_product,1.14134751666482,0.5781743786185889,0.563173138046231,0.563173138046231,-0.49023116606413786,1.7312693921006912,COMPUTED,9,2000,0,fixed candidate identity draws within original folds; shared across quantities; no refits,FEATURE_TASK_HAS_NO_FIXED_QUALITY_ARRAY,post_common_response|pre_common_response|pre_delta
R_SIM,3,P,cosine,0.17622856431576367,0.06626074069625593,0.10996782361950774,0.10996782361950774,-0.03199941958581205,0.2460131933539207,COMPUTED,9,2000,0,fixed candidate identity draws within original folds; shared across quantities; no refits,FEATURE_TASK_HAS_NO_FIXED_QUALITY_ARRAY,post_common_response|pre_common_response|pre_delta
R_SIM,3,R,inner_product,0.24029629807725664,-1.2551677373809715,1.4954640354582283,1.4954640354582283,-7.076063778406993,9.977049995376758,COMPUTED,9,2000,0,fixed candidate identity draws within original folds; shared across quantities; no refits,FEATURE_TASK_HAS_NO_FIXED_QUALITY_ARRAY,post_common_response|pre_common_response|pre_delta
R_SIM,3,R,cosine,-0.002899750535920262,-0.008008506880168955,0.005108756344248693,0.005108756344248693,-0.09912282726694209,0.1142529202585837,COMPUTED,9,2000,0,fixed candidate identity draws within original folds; shared across quantities; no refits,FEATURE_TASK_HAS_NO_FIXED_QUALITY_ARRAY,post_common_response|pre_common_response|pre_delta
R_SIM,4,Delta,inner_product,1.4927054506435447,-0.12509778780619868,1.6178032384497434,1.6178032384497434,-9.64061283697606,11.879130936047066,COMPUTED,10,2000,0,fixed candidate identity draws within original folds; shared across quantities; no refits,FEATURE_TASK_HAS_NO_FIXED_QUALITY_ARRAY,post_common_response|pre_common_response|pre_delta
R_SIM,4,Delta,cosine,-0.00012338357976188208,-0.004748055639604945,0.004624672059843063,0.004624672059843063,-0.12151863179438517,0.11542076236081467,COMPUTED,10,2000,0,fixed candidate identity draws within original folds; shared across quantities; no refits,FEATURE_TASK_HAS_NO_FIXED_QUALITY_ARRAY,post_common_response|pre_common_response|pre_delta
R_SIM,4,P,inner_product,1.9170114702816643,0.3915158339519904,1.5254956363296739,1.5254956363296739,0.6878652485923544,2.480150229298846,COMPUTED,10,2000,0,fixed candidate identity draws within original folds; shared across quantities; no refits,FEATURE_TASK_HAS_NO_FIXED_QUALITY_ARRAY,post_common_response|pre_common_response|pre_delta
R_SIM,4,P,cosine,0.2880384445800703,0.04619216736110337,0.2418462772189669,0.2418462772189669,0.13340562570779127,0.3719197710178826,COMPUTED,10,2000,0,fixed candidate identity draws within original folds; shared across quantities; no refits,FEATURE_TASK_HAS_NO_FIXED_QUALITY_ARRAY,post_common_response|pre_common_response|pre_delta
R_SIM,4,R,inner_product,3.766184212851536,0.005199185984461923,3.760985026867074,3.760985026867074,-8.593171454195751,15.032803700781828,COMPUTED,10,2000,0,fixed candidate identity draws within original folds; shared across quantities; no refits,FEATURE_TASK_HAS_NO_FIXED_QUALITY_ARRAY,post_common_response|pre_common_response|pre_delta
R_SIM,4,R,cosine,0.019272591936951383,-0.0016061289432216857,0.02087872088017307,0.02087872088017307,-0.11107481821203335,0.13031994831363122,COMPUTED,10,2000,0,fixed candidate identity draws within original folds; shared across quantities; no refits,FEATURE_TASK_HAS_NO_FIXED_QUALITY_ARRAY,post_common_response|pre_common_response|pre_delta
L0,ALL,Delta,inner_product,,,,-5.566202544904247,-70.80494664155157,44.64697632366381,COMPUTED,49,2000,0,fixed candidate identity draws within original folds; shared across quantities; no refits,,
L0,ALL,Delta,cosine,,,,0.002516882836205255,-0.048850700052558274,0.04978404699832768,COMPUTED,49,2000,0,fixed candidate identity draws within original folds; shared across quantities; no refits,,
L0,ALL,P,inner_product,,,,13.067279004146798,3.256294529367636,21.51907022746302,COMPUTED,49,2000,0,fixed candidate identity draws within original folds; shared across quantities; no refits,,
L0,ALL,P,cosine,,,,0.14072335459554317,0.08434440756236039,0.19863238764078847,COMPUTED,49,2000,0,fixed candidate identity draws within original folds; shared across quantities; no refits,,
L0,ALL,R,inner_product,,,,-11.44425713369168,-86.62240300559158,42.50465480657331,COMPUTED,49,2000,0,fixed candidate identity draws within original folds; shared across quantities; no refits,,
L0,ALL,R,cosine,,,,0.013693531166710739,-0.03181890358814996,0.059003358108233886,COMPUTED,49,2000,0,fixed candidate identity draws within original folds; shared across quantities; no refits,,
R_RAND,ALL,Delta,inner_product,,,,7.771154180089579,0.8089244329758358,14.897974606033486,COMPUTED,49,2000,0,fixed candidate identity draws within original folds; shared across quantities; no refits,,
R_RAND,ALL,Delta,cosine,,,,0.04213255809398939,-0.004071748382763516,0.08532055058842011,COMPUTED,49,2000,0,fixed candidate identity draws within original folds; shared across quantities; no refits,,
R_RAND,ALL,P,inner_product,,,,2.3549191631016533,1.1708530026736605,3.6382318985208464,COMPUTED,49,2000,0,fixed candidate identity draws within original folds; shared across quantities; no refits,,
R_RAND,ALL,P,cosine,,,,0.188395348621203,0.11519674679367087,0.2646715061058824,COMPUTED,49,2000,0,fixed candidate identity draws within original folds; shared across quantities; no refits,,
R_RAND,ALL,R,inner_product,,,,11.381825774606355,3.901880701030585,19.039719587641944,COMPUTED,49,2000,0,fixed candidate identity draws within original folds; shared across quantities; no refits,,
R_RAND,ALL,R,cosine,,,,0.058949383303887166,0.014157782503339959,0.10478895732332513,COMPUTED,49,2000,0,fixed candidate identity draws within original folds; shared across quantities; no refits,,
R_SUP,ALL,Delta,inner_product,,,,11.173026129145457,4.218304282971131,18.217659042178624,COMPUTED,49,2000,0,fixed candidate identity draws within original folds; shared across quantities; no refits,,
R_SUP,ALL,Delta,cosine,,,,0.05651888590802035,0.01591264688149598,0.09829455933296286,COMPUTED,49,2000,0,fixed candidate identity draws within original folds; shared across quantities; no refits,,
R_SUP,ALL,P,inner_product,,,,3.5016222156404675,2.0760487756712886,5.1215640533556535,COMPUTED,49,2000,0,fixed candidate identity draws within original folds; shared across quantities; no refits,,
R_SUP,ALL,P,cosine,,,,0.2059670821889411,0.1367746253270977,0.2763398767906825,COMPUTED,49,2000,0,fixed candidate identity draws within original folds; shared across quantities; no refits,,
R_SUP,ALL,R,inner_product,,,,12.44597843804591,4.7642787330215,20.514870008690547,COMPUTED,49,2000,0,fixed candidate identity draws within original folds; shared across quantities; no refits,,
R_SUP,ALL,R,cosine,,,,0.06547129747833821,0.02313121161583405,0.10961787229543016,COMPUTED,49,2000,0,fixed candidate identity draws within original folds; shared across quantities; no refits,,
R_SIM,ALL,Delta,inner_product,,,,1.096310338286705,-3.0039412363202582,4.989915820539415,COMPUTED,49,2000,0,fixed candidate identity draws within original folds; shared across quantities; no refits,,
R_SIM,ALL,Delta,cosine,,,,0.015389299552857961,-0.0305961865681659,0.059323758649184787,COMPUTED,49,2000,0,fixed candidate identity draws within original folds; shared across quantities; no refits,,
R_SIM,ALL,P,inner_product,,,,1.6764541780278235,1.0544123234174587,2.324434811915315,COMPUTED,49,2000,0,fixed candidate identity draws within original folds; shared across quantities; no refits,,
R_SIM,ALL,P,cosine,,,,0.21398023208478503,0.1496080676818906,0.2736170436174236,COMPUTED,49,2000,0,fixed candidate identity draws within original folds; shared across quantities; no refits,,
R_SIM,ALL,R,inner_product,,,,2.591068547618303,-1.9242738704105575,6.965043301622107,COMPUTED,49,2000,0,fixed candidate identity draws within original folds; shared across quantities; no refits,,
R_SIM,ALL,R,cosine,,,,0.0286498178622173,-0.01880156041920166,0.07350063846468732,COMPUTED,49,2000,0,fixed candidate identity draws within original folds; shared across quantities; no refits,,
