template,seed,fold,child,kind,tag,auc
early,33,2,27,cross,new,0.4804832242018172
early,33,2,28,other,HA,0.46355570530098833
early,33,2,30,other,HA,0.622982538327761
early,33,2,31,other,new,0.5710727418699388
early,33,2,36,within,HA,0.5325549250691111
early,33,2,37,other,HA,0.49467025630923456
early,33,2,40,cross,HA,0.5058838709677419
early,33,2,41,cross,new,0.4781591164166922
early,33,2,46,other,HA,0.523181291890217
early,33,2,47,cross,new,0.4733385481852315
early,33,2,48,other,new,0.6177181774985481
early,33,2,49,other,new,0.5563046647230321
early,33,2,51,cross,HA,0.5438290318089186
early,33,2,52,other,HA,0.5431999694294777
early,33,2,53,cross,HA,0.5512261385572317
early,33,2,54,cross,HA,0.5134146814619384
early,33,2,55,other,HA,0.536652875706544
early,33,2,56,cross,HA,0.5507223618090451
early,33,2,57,other,HA,0.6047775689223057
early,33,2,58,other,NH,0.5526402968263433
early,33,2,59,within,HA,0.6027716613453704
early,33,2,60,other,HA,0.5109470691163605
early,33,2,61,cross,HA,0.5164533425581597
early,33,2,62,cross,HA,0.625862812769629
early,33,2,63,within,new,0.5321597355166396
early,33,2,66,cross,HA,0.6027826086956523
early,33,2,67,within,HA,0.5033856783919598
early,33,2,68,cross,NH,0.6332129217446302
early,33,2,69,other,new,0.5086265380778184
early,33,2,70,other,HA,0.5500696775206579
early,33,2,71,other,HA,0.4599834013417249
early,33,3,1,other,HA,0.5036245520577999
early,33,3,2,cross,HA,0.5113652024117141
early,33,3,3,within,NH,0.6413918784825585
early,33,3,4,cross,HA,0.5622949050086357
early,33,3,6,other,HA,0.5619281643749673
early,33,3,7,cross,HA,0.4347845856542003
early,33,3,8,cross,HA,0.5481625594466062
early,33,3,9,cross,HA,0.5031772575250836
early,33,3,14,other,HA,0.5036593672089855
early,33,3,15,other,NH,0.4596258909511921
early,33,3,17,cross,HA,0.4363542654999941
early,33,3,18,cross,HA,0.5875747747747748
early,33,3,19,other,NH,0.6439092055485498
early,33,3,20,other,HA,0.5468775459936717
early,33,3,21,cross,NH,0.5560098522167488
early,33,3,23,cross,HA,0.5041973350253807
early,33,3,24,cross,HA,0.49641078722094784
early,33,3,25,cross,HA,0.5737468349422377
early,33,3,26,cross,HA,0.46358974358974353
early,33,3,27,cross,new,0.48636490533475457
early,33,3,28,other,HA,0.48148023360287506
early,33,3,30,other,HA,0.5906806907660418
early,33,3,31,other,new,0.581220326887433
early,33,3,37,other,HA,0.49097117341913454
early,33,3,39,within,new,0.5157729811666847
early,33,3,40,cross,HA,0.5048258064516129
early,33,3,41,cross,new,0.4938207835935109
early,33,3,42,within,new,0.526530652396317
early,33,3,44,within,NH,0.5318848614072496
early,33,3,46,other,HA,0.5228266010012883
early,33,3,47,cross,new,0.48037859824780976
early,33,3,48,other,new,0.5865054643366243
early,33,3,49,other,new,0.553964630965168
early,33,3,50,within,new,0.6214388439939735
early,33,3,51,cross,HA,0.5327788185258787
early,33,3,52,other,HA,0.5453940412956806
early,33,3,53,cross,HA,0.5343110810687847
early,33,3,54,cross,HA,0.5216723571557901
early,33,3,55,other,HA,0.538750655556203
early,33,3,56,cross,HA,0.5591551507537689
early,33,3,57,other,HA,0.5749749373433585
early,33,3,58,other,NH,0.5757105943152455
early,33,3,60,other,HA,0.4905402449693788
early,33,3,61,cross,HA,0.5266366859811468
early,33,3,62,cross,HA,0.5903904227782572
early,33,3,66,cross,HA,0.5904927536231883
early,33,3,68,cross,NH,0.6433141161302878
early,33,3,69,other,new,0.5096242101762554
early,33,3,70,other,HA,0.5372382186107676
early,33,3,71,other,HA,0.45918113285842727
early,33,4,1,other,HA,0.5079696718200124
early,33,4,2,cross,HA,0.49726959517657193
early,33,4,4,cross,HA,0.5431313936495283
early,33,4,6,other,HA,0.5617504051863857
early,33,4,7,cross,HA,0.4046606797771968
early,33,4,8,cross,HA,0.5418271309321893
early,33,4,9,cross,HA,0.5191378669639539
early,33,4,12,within,HA,0.5786066099896514
early,33,4,13,within,HA,0.5944482976040353
early,33,4,14,other,HA,0.506261726681574
early,33,4,15,other,NH,0.47155830529324505
early,33,4,17,cross,HA,0.4543346101135046
early,33,4,18,cross,HA,0.5686594594594595
early,33,4,19,other,NH,0.6323360655737704
early,33,4,20,other,HA,0.5315599007180887
early,33,4,21,cross,NH,0.5605336617405583
early,33,4,23,cross,HA,0.44452411167512695
early,33,4,24,cross,HA,0.4462317462093661
early,33,4,25,cross,HA,0.5588344674790315
early,33,4,26,cross,HA,0.47789543789543787
early,33,4,27,cross,new,0.49919103091213646
early,33,4,28,other,HA,0.48099730458221024
early,33,4,30,other,HA,0.5804802762037388
early,33,4,31,other,new,0.5808248505813204
early,33,4,34,within,NH,0.6110607008760951
early,33,4,37,other,HA,0.4883336616542999
early,33,4,38,within,HA,0.6720001715276762
early,33,4,40,cross,HA,0.4975432258064516
early,33,4,41,cross,new,0.49184075604530153
early,33,4,43,within,HA,0.5749734607218684
early,33,4,46,other,HA,0.5010885341074021
early,33,4,47,cross,new,0.4523904881101377
early,33,4,48,other,new,0.5837284198299983
early,33,4,49,other,new,0.5544825072886297
early,33,4,51,cross,HA,0.5218037606166854
early,33,4,52,other,HA,0.5414835619753653
early,33,4,53,cross,HA,0.5133923058424381
early,33,4,54,cross,HA,0.4846744781562815
early,33,4,55,other,HA,0.5246780490647398
early,33,4,56,cross,HA,0.5506438442211056
early,33,4,57,other,HA,0.5780921052631579
early,33,4,58,other,NH,0.5591731266149871
early,33,4,60,other,HA,0.5040135608048995
early,33,4,61,cross,HA,0.5154515840756436
early,33,4,62,cross,HA,0.6079055220017255
early,33,4,66,cross,HA,0.5877971014492753
early,33,4,68,cross,NH,0.6206852514048019
early,33,4,69,other,new,0.5162188227469238
early,33,4,70,other,HA,0.5233076213468371
early,33,4,71,other,HA,0.4430112732554119
late,11,0,0,cross,HA,0.5101116052697827
late,11,0,1,other,HA,0.5221381559900407
late,11,0,3,cross,NH,0.577694450805282
late,11,0,4,within,HA,0.5218048359240068
late,11,0,5,cross,HA,0.504
late,11,0,6,other,HA,0.5300308464474304
late,11,0,10,cross,HA,0.5753181244984523
late,11,0,11,cross,new,0.5079709023370995
late,11,0,12,cross,HA,0.5052103118982434
late,11,0,13,cross,HA,0.5185750315258512
late,11,0,14,other,HA,0.4985927982111188
late,11,0,15,other,NH,0.5297622924128947
late,11,0,16,cross,NH,0.5158189564485588
late,11,0,17,within,HA,0.5228004825994775
late,11,0,19,other,NH,0.578641235813367
late,11,0,20,other,HA,0.5285321813600106
late,11,0,22,cross,HA,0.5045683948351577
late,11,0,25,within,HA,0.5671249406551669
late,11,0,28,other,HA,0.5077044025157231
late,11,0,29,cross,new,0.5466774280333602
late,11,0,30,other,HA,0.6054502749844378
late,11,0,31,other,new,0.5651068975428928
late,11,0,32,cross,HA,0.592190625
late,11,0,33,cross,HA,0.47040563879942116
late,11,0,34,cross,NH,0.6004380475594493
late,11,0,35,cross,HA,0.5300072881468231
late,11,0,36,cross,HA,0.46424414375090933
late,11,0,37,other,HA,0.4649572088340228
late,11,0,38,cross,HA,0.5800184551073954
late,11,0,39,cross,new,0.4698679693520753
late,11,0,42,cross,new,0.47524658324807845
late,11,0,43,cross,HA,0.5444400212314224
late,11,0,44,cross,NH,0.4906567164179104
late,11,0,45,cross,HA,0.515145861824111
late,11,0,46,other,HA,0.5152557851307056
late,11,0,47,within,new,0.5514612015018774
late,11,0,48,other,new,0.5728208647906657
late,11,0,49,other,new,0.5017294511789678
late,11,0,50,cross,new,0.5634844541843583
late,11,0,52,other,HA,0.4858452112550473
late,11,0,55,other,HA,0.48612406036944233
late,11,0,57,other,HA,0.5840162907268172
late,11,0,58,other,NH,0.5053269727688332
late,11,0,59,cross,HA,0.48625637638078456
late,11,0,60,other,HA,0.44328521434820645
late,11,0,63,cross,new,0.4982374840172649
late,11,0,64,cross,HA,0.6003347404951829
late,11,0,65,cross,HA,0.5524040815274808
late,11,0,67,cross,HA,0.47754082914572865
late,11,0,68,within,NH,0.6386922571699629
late,11,0,69,other,new,0.520581975390755
late,11,0,70,other,HA,0.5204223831674812
late,11,0,71,other,HA,0.5571374230583028
late,11,0,72,cross,HA,0.503150352839518
late,11,1,0,cross,HA,0.546337165393975
late,11,1,1,other,HA,0.5420945037411617
late,11,1,3,cross,NH,0.5356747576520876
late,11,1,5,cross,HA,0.5157012578616352
late,11,1,6,other,HA,0.5301876927902964
late,11,1,10,cross,HA,0.5765918962640275
late,11,1,11,cross,new,0.5083191456430893
late,11,1,12,cross,HA,0.5349460957046858
late,11,1,13,cross,HA,0.4958984867591425
late,11,1,14,other,HA,0.4897769038990413
late,11,1,15,other,NH,0.5360070914287782
late,11,1,16,cross,NH,0.49164343572480534
late,11,1,19,other,NH,0.5795018915510719
late,11,1,20,other,HA,0.5224464275564145
late,11,1,21,within,NH,0.5275205254515599
late,11,1,22,cross,HA,0.5254407812807237
late,11,1,26,within,HA,0.4426340326340326
late,11,1,27,within,new,0.4486098421399929
late,11,1,28,other,HA,0.5293575920934411
late,11,1,29,cross,new,0.47237355394135055
late,11,1,30,other,HA,0.5559659109140265
late,11,1,31,other,new,0.5240209731294169
late,11,1,32,cross,HA,0.566678125
late,11,1,33,cross,HA,0.5218056694740633
late,11,1,34,cross,NH,0.5555663329161451
late,11,1,35,cross,HA,0.5506625588020937
late,11,1,36,cross,HA,0.476789207365375
late,11,1,37,other,HA,0.48953203318230565
late,11,1,38,cross,HA,0.6042157691110419
late,11,1,39,cross,new,0.4763134597379768
late,11,1,42,cross,new,0.48376550982398153
late,11,1,43,cross,HA,0.5823414278131634
late,11,1,44,cross,NH,0.46721108742004264
late,11,1,45,cross,HA,0.481545372659373
late,11,1,46,other,HA,0.5329332528823731
late,11,1,48,other,new,0.5360540626154903
late,11,1,49,other,new,0.5223965526060048
late,11,1,50,cross,new,0.5281297082591426
late,11,1,52,other,HA,0.48560319461958806
late,11,1,53,within,HA,0.5265148807009106
late,11,1,55,other,HA,0.4795247945923897
late,11,1,57,other,HA,0.5823496240601505
late,11,1,58,other,NH,0.5233850129198966
late,11,1,59,cross,HA,0.5194676868875922
late,11,1,60,other,HA,0.5084864391951006
late,11,1,61,within,HA,0.5299482544898959
late,11,1,63,cross,new,0.4965632704384745
late,11,1,64,cross,HA,0.581499922303947
late,11,1,65,cross,HA,0.55992166765441
late,11,1,67,cross,HA,0.5116206030150754
late,11,1,69,other,new,0.521296973727968
late,11,1,70,other,HA,0.47501913678384267
late,11,1,71,other,HA,0.5295801922677917
late,11,1,72,cross,HA,0.5168258844990639
late,11,2,0,cross,HA,0.4931610304606864
late,11,2,1,other,HA,0.5161259192063461
late,11,2,3,cross,NH,0.5375989110246038
late,11,2,5,cross,HA,0.47514465408805034
late,11,2,6,other,HA,0.5326815496418675
late,11,2,9,within,HA,0.48682645856558904
late,11,2,10,cross,HA,0.4970098207803126
late,11,2,11,cross,new,0.4974810400866739
late,11,2,12,cross,HA,0.5046404852041552
late,11,2,13,cross,HA,0.5181588902900378
late,11,2,14,other,HA,0.5309198858817179
late,11,2,15,other,NH,0.5232678461594125
late,11,2,16,cross,NH,0.5098852040816326
late,11,2,18,within,HA,0.5104504504504505
late,11,2,19,other,NH,0.5563240857503152
late,11,2,20,other,HA,0.49950359044316867
late,11,2,22,cross,HA,0.5104574949203644
late,11,2,28,other,HA,0.5574910152740341
late,11,2,29,cross,new,0.470591202582728
late,11,2,30,other,HA,0.5617383380287113
late,11,2,31,other,new,0.5352241527985648
late,11,2,32,cross,HA,0.515340625
late,11,2,33,cross,HA,0.4677549496202346
late,11,2,34,cross,NH,0.5142334167709637
late,11,2,35,cross,HA,0.5478632478632478
late,11,2,36,cross,HA,0.505755209596327
late,11,2,37,other,HA,0.4769682841946287
late,11,2,38,cross,HA,0.5154525789503777
late,11,2,39,cross,new,0.4868478877007051
late,11,2,40,within,HA,0.5508387096774193
late,11,2,42,cross,new,0.49807520789066395
late,11,2,43,cross,HA,0.5411458333333333
late,11,2,44,cross,NH,0.4678336886993603
late,11,2,45,cross,HA,0.5072018659267831
late,11,2,46,other,HA,0.5318691802155868
late,11,2,48,other,new,0.5290428171691041
late,11,2,49,other,new,0.49757045675413025
late,11,2,50,cross,new,0.5195920650139251
late,11,2,51,within,HA,0.5368973330126704
late,11,2,52,other,HA,0.5113333842842039
late,11,2,55,other,HA,0.49373579628226794
late,11,2,57,other,HA,0.5361340852130326
late,11,2,58,other,NH,0.515156032597893
late,11,2,59,cross,HA,0.4895381481889243
late,11,2,60,other,HA,0.45611329833770786
late,11,2,62,within,HA,0.5545621225194133
late,11,2,63,cross,new,0.519327630175404
late,11,2,64,cross,HA,0.5205603180358438
late,11,2,65,cross,HA,0.4856122291221109
late,11,2,67,cross,HA,0.49759422110552765
late,11,2,69,other,new,0.5633954107083472
late,11,2,70,other,HA,0.5204076625645253
late,11,2,71,other,HA,0.5569091915070199
late,11,2,72,cross,HA,0.5180740242907206
late,11,3,0,cross,HA,0.5672778383821431
late,11,3,1,other,HA,0.5134165524695529
late,11,3,2,within,HA,0.5976571920757967
late,11,3,3,cross,NH,0.5915769788565758
late,11,3,5,cross,HA,0.5336289308176101
late,11,3,6,other,HA,0.5240497725728028
late,11,3,10,cross,HA,0.5375571605079802
late,11,3,11,cross,new,0.4881674663364804
late,11,3,12,cross,HA,0.5228847640131519
late,11,3,13,cross,HA,0.5714186633039093
late,11,3,14,other,HA,0.5129893078366361
late,11,3,15,other,NH,0.5254206013242158
late,11,3,16,cross,NH,0.5166966915632233
late,11,3,19,other,NH,0.5964312736443884
late,11,3,20,other,HA,0.5361355842285758
late,11,3,22,cross,HA,0.5001736907648948
late,11,3,23,within,HA,0.6532392131979696
late,11,3,24,within,HA,0.5361010089707007
late,11,3,28,other,HA,0.5523921832884097
late,11,3,29,cross,new,0.4952246435297283
late,11,3,30,other,HA,0.5844269606679202
late,11,3,31,other,new,0.5345878225015116
late,11,3,32,cross,HA,0.60296875
late,11,3,33,cross,HA,0.4929681717246484
late,11,3,34,cross,NH,0.5868961201501878
late,11,3,35,cross,HA,0.5303153779897967
late,11,3,36,cross,HA,0.44806165834101236
late,11,3,37,other,HA,0.46546610633221697
late,11,3,38,cross,HA,0.5820601109212307
late,11,3,39,cross,new,0.4660911157959098
late,11,3,41,within,new,0.4546666156514641
late,11,3,42,cross,new,0.5172050838120721
late,11,3,43,cross,HA,0.5658638535031847
late,11,3,44,cross,NH,0.48614925373134327
late,11,3,45,cross,HA,0.5635232024510836
late,11,3,46,other,HA,0.513111332170056
late,11,3,48,other,new,0.5835700332611794
late,11,3,49,other,new,0.4984943225410465
late,11,3,50,cross,new,0.5293681230881614
late,11,3,52,other,HA,0.5305673379443872
late,11,3,55,other,HA,0.5054629683584873
late,11,3,57,other,HA,0.6220802005012531
late,11,3,58,other,NH,0.5381666997946069
late,11,3,59,cross,HA,0.4938548203603802
late,11,3,60,other,HA,0.47198162729658794
late,11,3,63,cross,new,0.4715772222182977
late,11,3,64,cross,HA,0.593539573189682
late,11,3,65,cross,HA,0.5605755108351156
late,11,3,66,within,HA,0.5731262939958592
late,11,3,67,cross,HA,0.46559359296482417
late,11,3,69,other,new,0.5138510142999667
late,11,3,70,other,HA,0.5199415101375886
late,11,3,71,other,HA,0.5246662978075939
late,11,3,72,cross,HA,0.5105191781479526
late,11,4,0,cross,HA,0.5195267265251321
late,11,4,1,other,HA,0.5273510129766523
late,11,4,3,cross,NH,0.5023694120041727
late,11,4,5,cross,HA,0.5094622641509434
late,11,4,6,other,HA,0.5270925916244052
late,11,4,7,within,HA,0.542093895646243
late,11,4,8,within,HA,0.5181549103728093
late,11,4,10,cross,HA,0.4774669774669775
late,11,4,11,cross,new,0.5193816746633648
late,11,4,12,cross,HA,0.5159747966308178
late,11,4,13,cross,HA,0.4630737704918033
late,11,4,14,other,HA,0.5287769553036729
late,11,4,15,other,NH,0.5526176779188827
late,11,4,16,cross,NH,0.5065189091100357
late,11,4,19,other,NH,0.5625598991172762
late,11,4,20,other,HA,0.5288448056992365
late,11,4,22,cross,HA,0.4774005374582159
late,11,4,28,other,HA,0.5238993710691824
late,11,4,29,cross,new,0.46677428033360235
late,11,4,30,other,HA,0.5510437857367465
late,11,4,31,other,new,0.5384325658383801
late,11,4,32,cross,HA,0.514278125
late,11,4,33,cross,HA,0.5083821793666353
late,11,4,34,cross,NH,0.5397809762202753
late,11,4,35,cross,HA,0.5270390247134433
late,11,4,36,cross,HA,0.4853250238453206
late,11,4,37,other,HA,0.4635837327905093
late,11,4,38,cross,HA,0.5536198692577934
late,11,4,39,cross,new,0.49767210796833294
late,11,4,42,cross,new,0.5118602607486687
late,11,4,43,cross,HA,0.5584527600849257
late,11,4,44,cross,NH,0.5049296375266524
late,11,4,45,cross,HA,0.5077007284872712
late,11,4,46,other,HA,0.5448785897164103
late,11,4,48,other,new,0.5640937648487409
late,11,4,49,other,new,0.4834055802772236
late,11,4,50,cross,new,0.5177030543761129
late,11,4,52,other,HA,0.4959716967913689
late,11,4,54,within,HA,0.5467622410180802
late,11,4,55,other,HA,0.4872894936192529
late,11,4,56,within,HA,0.5563065326633165
late,11,4,57,other,HA,0.5912092731829574
late,11,4,58,other,NH,0.49032664148943217
late,11,4,59,cross,HA,0.4815516165730852
late,11,4,60,other,HA,0.4847331583552056
late,11,4,63,cross,new,0.4795738879195247
late,11,4,64,cross,HA,0.6126592769087331
late,11,4,65,cross,HA,0.525203561029658
late,11,4,67,cross,HA,0.5082820351758794
late,11,4,69,other,new,0.5093249085467243
late,11,4,70,other,HA,0.46018567587195036
late,11,4,71,other,HA,0.5695068815270766
late,11,4,72,cross,HA,0.4521206375114013
late,22,0,0,cross,HA,0.4929218763111522
late,22,0,1,other,HA,0.5003675216974517
late,22,0,3,cross,NH,0.5366288832913519
late,22,0,5,cross,HA,0.5019528301886793
late,22,0,6,other,HA,0.49155643854237463
late,22,0,9,within,HA,0.5103121516164995
late,22,0,10,cross,HA,0.45884761868368423
late,22,0,11,cross,new,0.4800417891967188
late,22,0,12,cross,HA,0.5143177144054808
late,22,0,13,cross,HA,0.48756935687263553
late,22,0,14,other,HA,0.5152254093093787
late,22,0,15,other,NH,0.5286045081225804
late,22,0,16,cross,NH,0.4918275299810646
late,22,0,18,within,HA,0.5323639639639639
late,22,0,19,other,NH,0.5171279949558638
late,22,0,20,other,HA,0.526594857803293
late,22,0,22,cross,HA,0.516179458609163
late,22,0,25,within,HA,0.5218042807406235
late,22,0,28,other,HA,0.518003144654088
late,22,0,29,cross,new,0.4611077481840194
late,22,0,30,other,HA,0.5622100149524794
late,22,0,31,other,new,0.5054365602481886
late,22,0,32,cross,HA,0.5278625
late,22,0,33,cross,HA,0.4486899927314435
late,22,0,34,cross,NH,0.47435231539424283
late,22,0,35,cross,HA,0.5258066653415491
late,22,0,36,cross,HA,0.4881581712659845
late,22,0,37,other,HA,0.49071398866198257
late,22,0,38,cross,HA,0.5029874403623681
late,22,0,39,cross,new,0.48809303925252695
late,22,0,40,within,HA,0.5079793548387097
late,22,0,42,cross,new,0.5323640513103014
late,22,0,43,cross,HA,0.5073480626326964
late,22,0,44,cross,NH,0.4850149253731344
late,22,0,45,cross,HA,0.4806438039133179
late,22,0,46,other,HA,0.5648554328859607
late,22,0,48,other,new,0.5051634021434982
late,22,0,49,other,new,0.5521168993913355
late,22,0,50,cross,new,0.5323528740355203
late,22,0,51,within,HA,0.5254507740212397
late,22,0,52,other,HA,0.5098239647419975
late,22,0,55,other,HA,0.4663262630382845
late,22,0,57,other,HA,0.5449592731829573
late,22,0,58,other,NH,0.4976644802226198
late,22,0,59,cross,HA,0.4877234026936768
late,22,0,60,other,HA,0.5355314960629921
late,22,0,63,cross,new,0.48780367196716556
late,22,0,64,cross,HA,0.5424997410131565
late,22,0,65,cross,HA,0.49207335927233375
late,22,0,67,cross,HA,0.45959170854271353
late,22,0,69,other,new,0.49346524775523776
late,22,0,70,other,HA,0.4566232899566234
late,22,0,71,other,HA,0.547700394218134
late,22,0,72,cross,HA,0.506762757428832
late,22,1,0,cross,HA,0.5520894520432995
late,22,1,1,other,HA,0.5376778097315241
late,22,1,3,cross,NH,0.5810974989186577
late,22,1,5,cross,HA,0.5155974842767296
late,22,1,6,other,HA,0.5329900141161708
late,22,1,7,within,HA,0.5620211435716722
late,22,1,8,within,HA,0.5316272573081912
late,22,1,10,cross,HA,0.5256919765116486
late,22,1,11,cross,new,0.4951400711964092
late,22,1,12,cross,HA,0.5213259277695542
late,22,1,13,cross,HA,0.5178530895334175
late,22,1,14,other,HA,0.52049117125453
late,22,1,15,other,NH,0.5337349397590362
late,22,1,16,cross,NH,0.5150299810645909
late,22,1,19,other,NH,0.5615069356872635
late,22,1,20,other,HA,0.5187271452661096
late,22,1,22,cross,HA,0.4879432391689061
late,22,1,28,other,HA,0.5414083557951482
late,22,1,29,cross,new,0.5055824589722895
late,22,1,30,other,HA,0.5732061837807313
late,22,1,31,other,new,0.5508092892329346
late,22,1,32,cross,HA,0.5578749999999999
late,22,1,33,cross,HA,0.4480364894872667
late,22,1,34,cross,NH,0.5767991239048811
late,22,1,35,cross,HA,0.5393725568144173
late,22,1,36,cross,HA,0.48614142295940643
late,22,1,37,other,HA,0.47752642983780946
late,22,1,38,cross,HA,0.596347731070015
late,22,1,39,cross,new,0.5044583431523033
late,22,1,42,cross,new,0.5284456074079904
late,22,1,43,cross,HA,0.5229100318471338
late,22,1,44,cross,NH,0.4628315565031983
late,22,1,45,cross,HA,0.500501328108563
late,22,1,46,other,HA,0.528689192935536
late,22,1,48,other,new,0.5479700121429703
late,22,1,49,other,new,0.5055495882563552
late,22,1,50,cross,new,0.5197632744372916
late,22,1,52,other,HA,0.5190556256130027
late,22,1,53,within,HA,0.5268041103102231
late,22,1,55,other,HA,0.4936411048307208
late,22,1,56,within,HA,0.5544032663316583
late,22,1,57,other,HA,0.5886904761904762
late,22,1,58,other,NH,0.5000629430861989
late,22,1,59,cross,HA,0.4955906638775735
late,22,1,60,other,HA,0.5130249343832021
late,22,1,63,cross,new,0.445418518073736
late,22,1,64,cross,HA,0.5989523982181705
late,22,1,65,cross,HA,0.5744769254554356
late,22,1,66,within,HA,0.6170683229813665
late,22,1,67,cross,HA,0.48216394472361807
late,22,1,69,other,new,0.5170901230462255
late,22,1,70,other,HA,0.5269337965416397
late,22,1,71,other,HA,0.5420983470502803
late,22,1,72,cross,HA,0.5104591714271999
late,22,2,0,cross,HA,0.5650205588654863
late,22,2,1,other,HA,0.534345988303642
late,22,2,2,within,HA,0.5836175710594316
late,22,2,3,cross,NH,0.5423727196397221
late,22,2,5,cross,HA,0.49643710691823906
late,22,2,6,other,HA,0.5098133528519893
late,22,2,10,cross,HA,0.5395697198975887
late,22,2,11,cross,new,0.4666421606562452
late,22,2,12,cross,HA,0.5050334691311125
late,22,2,13,cross,HA,0.5344987389659521
late,22,2,14,other,HA,0.5055067211555762
late,22,2,15,other,NH,0.5283801874163321
late,22,2,16,cross,NH,0.5125348464127919
late,22,2,19,other,NH,0.5874432534678437
late,22,2,20,other,HA,0.5349703480550976
late,22,2,21,within,NH,0.5556609195402299
late,22,2,22,cross,HA,0.5128662253391886
late,22,2,27,within,new,0.49058106187503175
late,22,2,28,other,HA,0.5330188679245282
late,22,2,29,cross,new,0.511501210653753
late,22,2,30,other,HA,0.5978906094579245
late,22,2,31,other,new,0.5644438056912906
late,22,2,32,cross,HA,0.5839812499999999
late,22,2,33,cross,HA,0.4758170457652322
late,22,2,34,cross,NH,0.5879599499374217
late,22,2,35,cross,HA,0.5434406678592725
late,22,2,36,cross,HA,0.4840276767382834
late,22,2,37,other,HA,0.49027622737321336
late,22,2,38,cross,HA,0.5938613738731584
late,22,2,39,cross,new,0.46564209694985637
late,22,2,41,within,new,0.4654563309866341
late,22,2,42,cross,new,0.5457195509037014
late,22,2,43,cross,HA,0.5802647292993631
late,22,2,44,cross,NH,0.5071684434968017
late,22,2,45,cross,HA,0.5247631430149379
late,22,2,46,other,HA,0.5227980626539033
late,22,2,48,other,new,0.5810094503986062
late,22,2,49,other,new,0.49635888189862415
late,22,2,50,cross,new,0.5424428160525955
late,22,2,52,other,HA,0.5409581311220656
late,22,2,55,other,HA,0.5266592855894179
late,22,2,57,other,HA,0.6211779448621554
late,22,2,58,other,NH,0.5254091300602929
late,22,2,59,cross,HA,0.48387647253110205
late,22,2,60,other,HA,0.47262685914260716
late,22,2,63,cross,new,0.4883264221985179
late,22,2,64,cross,HA,0.595239174349943
late,22,2,65,cross,HA,0.5689852869179829
late,22,2,67,cross,HA,0.4370226130653267
late,22,2,68,within,NH,0.6091792551509402
late,22,2,69,other,new,0.5234652477552377
late,22,2,70,other,HA,0.5207953051090306
late,22,2,71,other,HA,0.5434296977660972
late,22,2,72,cross,HA,0.5009361048437425
late,22,3,0,cross,HA,0.5776202064277922
late,22,3,1,other,HA,0.4801120096761949
late,22,3,3,cross,NH,0.583342874589726
late,22,3,5,cross,HA,0.5103679245283019
late,22,3,6,other,HA,0.5275317613844304
late,22,3,10,cross,HA,0.6367521367521367
late,22,3,11,cross,new,0.4928958365578084
late,22,3,12,cross,HA,0.5271912128793933
late,22,3,13,cross,HA,0.549170870113493
late,22,3,14,other,HA,0.5117202559950652
late,22,3,15,other,NH,0.5539527479286515
late,22,3,16,cross,NH,0.5078601672627814
late,22,3,17,within,HA,0.49014887959611575
late,22,3,19,other,NH,0.5875283732660782
late,22,3,20,other,HA,0.5497337956384168
late,22,3,22,cross,HA,0.5150455528609819
late,22,3,23,within,HA,0.6257899746192894
late,22,3,26,within,HA,0.425018315018315
late,22,3,28,other,HA,0.5351864330637915
late,22,3,29,cross,new,0.5192359429647565
late,22,3,30,other,HA,0.5945150712007546
late,22,3,31,other,new,0.5534884181938925
late,22,3,32,cross,HA,0.6087562499999999
late,22,3,33,cross,HA,0.48143183894479225
late,22,3,34,cross,NH,0.6146088861076345
late,22,3,35,cross,HA,0.5585370701649771
late,22,3,36,cross,HA,0.4851269864364583
late,22,3,37,other,HA,0.4751296867817979
late,22,3,38,cross,HA,0.6071833567330965
late,22,3,39,cross,new,0.48303600430548566
late,22,3,42,cross,new,0.48860864090658684
late,22,3,43,cross,HA,0.570027202760085
late,22,3,44,cross,NH,0.4850575692963753
late,22,3,45,cross,HA,0.519687401378077
late,22,3,46,other,HA,0.5195936139332366
late,22,3,47,within,new,0.48104818523153947
late,22,3,48,other,new,0.594958027559263
late,22,3,49,other,new,0.5433865275433482
late,22,3,50,cross,new,0.536673058485139
late,22,3,52,other,HA,0.5296788821378985
late,22,3,55,other,HA,0.4951561680554747
late,22,3,57,other,HA,0.607734962406015
late,22,3,58,other,NH,0.5119624991718016
late,22,3,59,cross,HA,0.5213448199933942
late,22,3,60,other,HA,0.5088254593175854
late,22,3,61,within,HA,0.5461313384646429
late,22,3,63,cross,new,0.4801743442663483
late,22,3,64,cross,HA,0.6044526313063296
late,22,3,65,cross,HA,0.5577797675796852
late,22,3,67,cross,HA,0.45648869346733667
late,22,3,69,other,new,0.5301795809777187
late,22,3,70,other,HA,0.5440783921176078
late,22,3,71,other,HA,0.5286326855245866
late,22,3,72,cross,HA,0.5299433536556094
late,22,4,0,cross,HA,0.5684694134429806
late,22,4,1,other,HA,0.5305823087761286
late,22,4,3,cross,NH,0.5420292344095871
late,22,4,4,within,HA,0.5469069682476418
late,22,4,5,cross,HA,0.5089905660377358
late,22,4,6,other,HA,0.5176452135724369
late,22,4,10,cross,HA,0.5411269058810042
late,22,4,11,cross,new,0.4886317907444668
late,22,4,12,cross,HA,0.5216697887056418
late,22,4,13,cross,HA,0.4917749054224464
late,22,4,14,other,HA,0.5067436451024236
late,22,4,15,other,NH,0.5409928000289446
late,22,4,16,cross,NH,0.5067490269303597
